Comunidades y Ciudades Autónomas;Periodo;Total
Total;2021M12;28.574
Total;2021M11;28.452
Total;2021M10;30.135
Total;2021M09;30.229
Total;2021M08;29.640
Total;2021M07;30.538
Total;2021M06;27.546
Total;2021M05;27.616
Total;2021M04;27.315
Total;2021M03;29.020
Total;2021M02;24.413
Total;2021M01;23.902
Total;2020M12;23.490
Total;2020M11;26.765
Total;2020M10;30.296
Total;2020M09;30.318
Total;2020M08;29.647
Total;2020M07;30.058
Total;2020M06;28.255
Total;2020M05;28.499
Total;2020M04;27.279
Total;2020M03;29.337
Total;2020M02;26.946
Total;2020M01;30.425
Total;2019M12;29.321
Total;2019M11;29.748
Total;2019M10;32.061
Total;2019M09;31.243
Total;2019M08;31.316
Total;2019M07;31.499
Total;2019M06;28.646
Total;2019M05;29.892
Total;2019M04;28.928
Total;2019M03;29.486
Total;2019M02;27.461
Total;2019M01;31.016
Total;2018M12;30.670
Total;2018M11;30.696
Total;2018M10;33.059
Total;2018M09;31.406
Total;2018M08;33.059
Total;2018M07;32.521
Total;2018M06;30.546
Total;2018M05;31.061
Total;2018M04;29.436
Total;2018M03;30.340
Total;2018M02;28.211
Total;2018M01;31.772
Total;2017M12;31.972
Total;2017M11;33.357
Total;2017M10;35.049
Total;2017M09;33.737
Total;2017M08;34.069
Total;2017M07;34.035
Total;2017M06;32.096
Total;2017M05;32.772
Total;2017M04;30.747
Total;2017M03;32.849
Total;2017M02;29.795
Total;2017M01;32.703
Total;2016M12;33.093
Total;2016M11;33.328
Total;2016M10;35.679
Total;2016M09;36.159
Total;2016M08;36.230
Total;2016M07;35.839
Total;2016M06;34.222
Total;2016M05;33.439
Total;2016M04;31.719
Total;2016M03;34.292
Total;2016M02;32.093
Total;2016M01;34.490
Total;2015M12;35.118
Total;2015M11;34.948
Total;2015M10;36.721
Total;2015M09;36.670
Total;2015M08;35.502
Total;2015M07;36.421
Total;2015M06;33.939
Total;2015M05;35.137
Total;2015M04;33.808
Total;2015M03;35.190
Total;2015M02;31.335
Total;2015M01;35.501
Total;2014M12;36.149
Total;2014M11;35.041
Total;2014M10;37.323
Total;2014M09;37.676
Total;2014M08;36.053
Total;2014M07;36.978
Total;2014M06;34.725
Total;2014M05;35.611
Total;2014M04;34.434
Total;2014M03;36.081
Total;2014M02;31.725
Total;2014M01;35.799
Total;2013M12;35.126
Total;2013M11;35.261
Total;2013M10;37.631
Total;2013M09;36.840
Total;2013M08;36.456
Total;2013M07;37.010
Total;2013M06;33.985
Total;2013M05;35.013
Total;2013M04;34.593
Total;2013M03;34.543
Total;2013M02;32.290
Total;2013M01;36.967
Total;2012M12;36.337
Total;2012M11;37.187
Total;2012M10;40.027
Total;2012M09;38.460
Total;2012M08;39.250
Total;2012M07;38.605
Total;2012M06;36.658
Total;2012M05;38.955
Total;2012M04;36.565
Total;2012M03;38.210
Total;2012M02;35.925
Total;2012M01;38.469
Total;2011M12;39.066
Total;2011M11;39.744
Total;2011M10;40.721
Total;2011M09;40.044
Total;2011M08;41.424
Total;2011M07;40.432
Total;2011M06;38.226
Total;2011M05;39.462
Total;2011M04;37.528
Total;2011M03;40.037
Total;2011M02;36.694
Total;2011M01;38.621
Total;2010M12;43.596
Total;2010M11;41.546
Total;2010M10;43.507
Total;2010M09;42.673
Total;2010M08;40.907
Total;2010M07;40.609
Total;2010M06;38.211
Total;2010M05;39.680
Total;2010M04;38.617
Total;2010M03;40.462
Total;2010M02;36.215
Total;2010M01;40.552
Total;2009M12;41.616
Total;2009M11;40.114
Total;2009M10;42.070
Total;2009M09;42.935
Total;2009M08;41.420
Total;2009M07;43.024
Total;2009M06;40.419
Total;2009M05;41.680
Total;2009M04;40.140
Total;2009M03;41.830
Total;2009M02;37.656
Total;2009M01;42.093
Total;2008M12;43.162
Total;2008M11;42.147
Total;2008M10;44.844
Total;2008M09;44.704
Total;2008M08;44.382
Total;2008M07;45.478
Total;2008M06;42.374
Total;2008M05;44.402
Total;2008M04;43.688
Total;2008M03;42.165
Total;2008M02;39.594
Total;2008M01;42.839
Total;2007M12;40.614
Total;2007M11;40.958
Total;2007M10;44.377
Total;2007M09;43.110
Total;2007M08;41.834
Total;2007M07;42.810
Total;2007M06;40.210
Total;2007M05;41.400
Total;2007M04;38.645
Total;2007M03;40.499
Total;2007M02;36.272
Total;2007M01;41.798
Total;2006M12;39.110
Total;2006M11;40.785
Total;2006M10;43.215
Total;2006M09;41.649
Total;2006M08;40.443
Total;2006M07;40.640
Total;2006M06;39.648
Total;2006M05;41.622
Total;2006M04;38.359
Total;2006M03;40.756
Total;2006M02;36.522
Total;2006M01;40.208
Total;2005M12;39.898
Total;2005M11;39.354
Total;2005M10;40.176
Total;2005M09;40.300
Total;2005M08;40.271
Total;2005M07;39.043
Total;2005M06;37.255
Total;2005M05;39.426
Total;2005M04;37.819
Total;2005M03;38.817
Total;2005M02;35.447
Total;2005M01;38.565
Total;2004M12;39.255
Total;2004M11;38.208
Total;2004M10;40.051
Total;2004M09;39.741
Total;2004M08;37.975
Total;2004M07;39.275
Total;2004M06;37.001
Total;2004M05;37.487
Total;2004M04;36.389
Total;2004M03;37.091
Total;2004M02;34.515
Total;2004M01;37.603
Total;2003M12;36.738
Total;2003M11;36.117
Total;2003M10;37.978
Total;2003M09;38.655
Total;2003M08;36.814
Total;2003M07;37.849
Total;2003M06;36.100
Total;2003M05;38.593
Total;2003M04;36.944
Total;2003M03;36.853
Total;2003M02;33.051
Total;2003M01;36.189
Total;2002M12;36.008
Total;2002M11;35.003
Total;2002M10;37.123
Total;2002M09;36.943
Total;2002M08;35.470
Total;2002M07;35.962
Total;2002M06;32.938
Total;2002M05;35.733
Total;2002M04;34.656
Total;2002M03;33.680
Total;2002M02;31.307
Total;2002M01;34.023
Total;2001M12;33.692
Total;2001M11;34.322
Total;2001M10;36.266
Total;2001M09;34.176
Total;2001M08;34.808
Total;2001M07;34.788
Total;2001M06;32.706
Total;2001M05;35.466
Total;2001M04;32.653
Total;2001M03;33.424
Total;2001M02;29.881
Total;2001M01;34.198
Total;2000M12;33.780
Total;2000M11;33.317
Total;2000M10;34.004
Total;2000M09;33.758
Total;2000M08;33.666
Total;2000M07;33.754
Total;2000M06;31.832
Total;2000M05;34.026
Total;2000M04;32.196
Total;2000M03;33.608
Total;2000M02;30.696
Total;2000M01;32.995
Total;1999M12;33.236
Total;1999M11;31.237
Total;1999M10;32.058
Total;1999M09;33.310
Total;1999M08;32.034
Total;1999M07;33.033
Total;1999M06;30.432
Total;1999M05;32.332
Total;1999M04;31.060
Total;1999M03;31.951
Total;1999M02;28.445
Total;1999M01;31.002
Total;1998M12;31.144
Total;1998M11;29.860
Total;1998M10;31.277
Total;1998M09;32.012
Total;1998M08;29.951
Total;1998M07;30.677
Total;1998M06;29.411
Total;1998M05;31.527
Total;1998M04;31.081
Total;1998M03;30.649
Total;1998M02;27.517
Total;1998M01;30.087
Total;1997M12;30.668
Total;1997M11;29.366
Total;1997M10;30.889
Total;1997M09;30.624
Total;1997M08;29.893
Total;1997M07;32.667
Total;1997M06;30.229
Total;1997M05;32.585
Total;1997M04;31.650
Total;1997M03;30.692
Total;1997M02;28.562
Total;1997M01;31.210
Total;1996M12;31.463
Total;1996M11;30.166
Total;1996M10;30.670
Total;1996M09;30.077
Total;1996M08;29.317
Total;1996M07;30.993
Total;1996M06;29.833
Total;1996M05;31.294
Total;1996M04;29.835
Total;1996M03;31.059
Total;1996M02;27.826
Total;1996M01;30.093
Total;1995M12;29.876
Total;1995M11;29.238
Total;1995M10;31.103
Total;1995M09;30.775
Total;1995M08;30.651
Total;1995M07;31.955
Total;1995M06;30.140
Total;1995M05;31.392
Total;1995M04;29.917
Total;1995M03;30.976
Total;1995M02;27.142
Total;1995M01;30.304
Total;1994M12;30.263
Total;1994M11;29.255
Total;1994M10;30.529
Total;1994M09;30.407
Total;1994M08;30.829
Total;1994M07;31.995
Total;1994M06;30.658
Total;1994M05;32.804
Total;1994M04;31.737
Total;1994M03;32.601
Total;1994M02;28.417
Total;1994M01;30.653
Total;1993M12;30.684
Total;1993M11;30.208
Total;1993M10;32.528
Total;1993M09;33.335
Total;1993M08;32.256
Total;1993M07;33.422
Total;1993M06;31.815
Total;1993M05;33.307
Total;1993M04;31.902
Total;1993M03;34.073
Total;1993M02;29.386
Total;1993M01;32.870
Total;1992M12;33.051
Total;1992M11;32.350
Total;1992M10;33.828
Total;1992M09;34.349
Total;1992M08;33.565
Total;1992M07;34.211
Total;1992M06;31.414
Total;1992M05;33.507
Total;1992M04;32.996
Total;1992M03;32.988
Total;1992M02;31.622
Total;1992M01;32.866
Total;1991M12;32.747
Total;1991M11;32.071
Total;1991M10;34.229
Total;1991M09;34.580
Total;1991M08;32.990
Total;1991M07;33.599
Total;1991M06;31.811
Total;1991M05;33.861
Total;1991M04;32.695
Total;1991M03;33.441
Total;1991M02;30.431
Total;1991M01;33.534
Total;1990M12;32.976
Total;1990M11;32.748
Total;1990M10;34.582
Total;1990M09;33.542
Total;1990M08;34.426
Total;1990M07;34.970
Total;1990M06;33.099
Total;1990M05;34.532
Total;1990M04;32.664
Total;1990M03;33.925
Total;1990M02;30.345
Total;1990M01;33.616
Total;1989M12;33.232
Total;1989M11;34.055
Total;1989M10;35.194
Total;1989M09;34.175
Total;1989M08;34.039
Total;1989M07;35.046
Total;1989M06;33.791
Total;1989M05;35.096
Total;1989M04;34.611
Total;1989M03;34.500
Total;1989M02;31.490
Total;1989M01;33.205
Total;1988M12;34.652
Total;1988M11;33.699
Total;1988M10;35.406
Total;1988M09;36.218
Total;1988M08;35.721
Total;1988M07;35.593
Total;1988M06;33.142
Total;1988M05;35.988
Total;1988M04;34.440
Total;1988M03;36.288
Total;1988M02;32.379
Total;1988M01;35.393
Total;1987M12;34.901
Total;1987M11;33.203
Total;1987M10;35.320
Total;1987M09;37.269
Total;1987M08;36.683
Total;1987M07;35.931
Total;1987M06;35.247
Total;1987M05;37.286
Total;1987M04;36.361
Total;1987M03;36.130
Total;1987M02;32.117
Total;1987M01;36.334
Total;1986M12;36.905
Total;1986M11;35.795
Total;1986M10;37.608
Total;1986M09;37.880
Total;1986M08;36.738
Total;1986M07;37.517
Total;1986M06;35.728
Total;1986M05;38.404
Total;1986M04;36.569
Total;1986M03;36.644
Total;1986M02;32.876
Total;1986M01;36.086
Total;1985M12;36.166
Total;1985M11;35.517
Total;1985M10;38.324
Total;1985M09;38.234
Total;1985M08;37.677
Total;1985M07;39.915
Total;1985M06;38.436
Total;1985M05;41.155
Total;1985M04;38.210
Total;1985M03;40.087
Total;1985M02;34.166
Total;1985M01;38.411
Total;1984M12;37.626
Total;1984M11;37.813
Total;1984M10;40.731
Total;1984M09;39.821
Total;1984M08;39.725
Total;1984M07;39.610
Total;1984M06;39.675
Total;1984M05;42.297
Total;1984M04;39.140
Total;1984M03;40.130
Total;1984M02;37.579
Total;1984M01;39.134
Total;1983M12;39.258
Total;1983M11;37.402
Total;1983M10;40.170
Total;1983M09;41.129
Total;1983M08;41.714
Total;1983M07;43.012
Total;1983M06;40.679
Total;1983M05;43.650
Total;1983M04;39.187
Total;1983M03;41.228
Total;1983M02;37.137
Total;1983M01;40.786
Total;1982M12;41.768
Total;1982M11;41.044
Total;1982M10;43.131
Total;1982M09;43.470
Total;1982M08;42.804
Total;1982M07;44.357
Total;1982M06;43.133
Total;1982M05;46.998
Total;1982M04;43.797
Total;1982M03;43.587
Total;1982M02;39.145
Total;1982M01;42.472
Total;1981M12;41.131
Total;1981M11;41.172
Total;1981M10;44.619
Total;1981M09;45.209
Total;1981M08;45.207
Total;1981M07;46.318
Total;1981M06;44.728
Total;1981M05;48.839
Total;1981M04;45.842
Total;1981M03;44.944
Total;1981M02;40.739
Total;1981M01;44.260
Total;1980M12;46.146
Total;1980M11;43.323
Total;1980M10;47.950
Total;1980M09;48.524
Total;1980M08;48.274
Total;1980M07;49.741
Total;1980M06;47.379
Total;1980M05;50.140
Total;1980M04;47.860
Total;1980M03;48.217
Total;1980M02;44.822
Total;1980M01;48.642
Total;1979M12;46.338
Total;1979M11;46.229
Total;1979M10;48.948
Total;1979M09;49.635
Total;1979M08;50.267
Total;1979M07;52.651
Total;1979M06;51.271
Total;1979M05;55.171
Total;1979M04;51.294
Total;1979M03;51.588
Total;1979M02;45.761
Total;1979M01;52.839
Total;1978M12;46.814
Total;1978M11;48.907
Total;1978M10;53.088
Total;1978M09;52.952
Total;1978M08;53.709
Total;1978M07;54.969
Total;1978M06;54.233
Total;1978M05;59.782
Total;1978M04;55.406
Total;1978M03;54.914
Total;1978M02;47.989
Total;1978M01;54.129
Total;1977M12;49.202
Total;1977M11;50.936
Total;1977M10;54.862
Total;1977M09;55.629
Total;1977M08;55.827
Total;1977M07;57.125
Total;1977M06;56.772
Total;1977M05;59.158
Total;1977M04;55.424
Total;1977M03;57.379
Total;1977M02;49.169
Total;1977M01;54.874
Total;1976M12;54.018
Total;1976M11;52.915
Total;1976M10;57.314
Total;1976M09;58.907
Total;1976M08;57.220
Total;1976M07;58.304
Total;1976M06;57.532
Total;1976M05;60.022
Total;1976M04;55.934
Total;1976M03;56.952
Total;1976M02;52.263
Total;1976M01;56.075
Total;1975M12;54.390
Total;1975M11;52.713
Total;1975M10;55.722
Total;1975M09;56.378
Total;1975M08;57.020
Total;1975M07;59.155
Total;1975M06;56.550
Total;1975M05;60.548
Total;1975M04;57.525
Total;1975M03;56.503
Total;1975M02;50.347
Total;1975M01;52.527
01 Andalucía;2021M12;5.521
01 Andalucía;2021M11;5.513
01 Andalucía;2021M10;5.997
01 Andalucía;2021M09;5.729
01 Andalucía;2021M08;5.701
01 Andalucía;2021M07;5.847
01 Andalucía;2021M06;5.389
01 Andalucía;2021M05;5.265
01 Andalucía;2021M04;5.300
01 Andalucía;2021M03;5.757
01 Andalucía;2021M02;4.854
01 Andalucía;2021M01;4.777
01 Andalucía;2020M12;4.635
01 Andalucía;2020M11;5.260
01 Andalucía;2020M10;5.918
01 Andalucía;2020M09;5.740
01 Andalucía;2020M08;5.614
01 Andalucía;2020M07;5.737
01 Andalucía;2020M06;5.458
01 Andalucía;2020M05;5.417
01 Andalucía;2020M04;5.303
01 Andalucía;2020M03;5.644
01 Andalucía;2020M02;5.130
01 Andalucía;2020M01;5.666
01 Andalucía;2019M12;5.750
01 Andalucía;2019M11;5.769
01 Andalucía;2019M10;6.357
01 Andalucía;2019M09;5.983
01 Andalucía;2019M08;6.154
01 Andalucía;2019M07;5.719
01 Andalucía;2019M06;5.176
01 Andalucía;2019M05;5.703
01 Andalucía;2019M04;5.663
01 Andalucía;2019M03;5.780
01 Andalucía;2019M02;5.284
01 Andalucía;2019M01;6.059
01 Andalucía;2018M12;5.939
01 Andalucía;2018M11;6.105
01 Andalucía;2018M10;6.301
01 Andalucía;2018M09;6.039
01 Andalucía;2018M08;6.313
01 Andalucía;2018M07;6.116
01 Andalucía;2018M06;5.649
01 Andalucía;2018M05;5.776
01 Andalucía;2018M04;5.571
01 Andalucía;2018M03;5.722
01 Andalucía;2018M02;5.381
01 Andalucía;2018M01;6.117
01 Andalucía;2017M12;6.256
01 Andalucía;2017M11;6.528
01 Andalucía;2017M10;6.816
01 Andalucía;2017M09;6.460
01 Andalucía;2017M08;6.379
01 Andalucía;2017M07;6.416
01 Andalucía;2017M06;5.848
01 Andalucía;2017M05;5.980
01 Andalucía;2017M04;5.786
01 Andalucía;2017M03;6.336
01 Andalucía;2017M02;5.605
01 Andalucía;2017M01;6.274
01 Andalucía;2016M12;6.497
01 Andalucía;2016M11;6.620
01 Andalucía;2016M10;6.874
01 Andalucía;2016M09;7.069
01 Andalucía;2016M08;7.061
01 Andalucía;2016M07;6.825
01 Andalucía;2016M06;6.279
01 Andalucía;2016M05;6.249
01 Andalucía;2016M04;6.053
01 Andalucía;2016M03;6.693
01 Andalucía;2016M02;6.303
01 Andalucía;2016M01;6.740
01 Andalucía;2015M12;6.855
01 Andalucía;2015M11;6.791
01 Andalucía;2015M10;7.038
01 Andalucía;2015M09;7.058
01 Andalucía;2015M08;6.759
01 Andalucía;2015M07;6.933
01 Andalucía;2015M06;6.347
01 Andalucía;2015M05;6.578
01 Andalucía;2015M04;6.464
01 Andalucía;2015M03;6.900
01 Andalucía;2015M02;6.052
01 Andalucía;2015M01;6.858
01 Andalucía;2014M12;7.076
01 Andalucía;2014M11;6.856
01 Andalucía;2014M10;7.157
01 Andalucía;2014M09;7.422
01 Andalucía;2014M08;7.117
01 Andalucía;2014M07;7.065
01 Andalucía;2014M06;6.328
01 Andalucía;2014M05;6.681
01 Andalucía;2014M04;6.687
01 Andalucía;2014M03;6.943
01 Andalucía;2014M02;6.051
01 Andalucía;2014M01;6.812
01 Andalucía;2013M12;6.822
01 Andalucía;2013M11;6.893
01 Andalucía;2013M10;7.422
01 Andalucía;2013M09;7.055
01 Andalucía;2013M08;6.875
01 Andalucía;2013M07;6.779
01 Andalucía;2013M06;6.507
01 Andalucía;2013M05;6.550
01 Andalucía;2013M04;6.577
01 Andalucía;2013M03;6.565
01 Andalucía;2013M02;6.181
01 Andalucía;2013M01;7.244
01 Andalucía;2012M12;7.127
01 Andalucía;2012M11;7.280
01 Andalucía;2012M10;7.826
01 Andalucía;2012M09;7.414
01 Andalucía;2012M08;7.538
01 Andalucía;2012M07;7.174
01 Andalucía;2012M06;6.766
01 Andalucía;2012M05;7.082
01 Andalucía;2012M04;6.731
01 Andalucía;2012M03;7.251
01 Andalucía;2012M02;6.902
01 Andalucía;2012M01;7.284
01 Andalucía;2011M12;7.539
01 Andalucía;2011M11;7.623
01 Andalucía;2011M10;7.875
01 Andalucía;2011M09;7.733
01 Andalucía;2011M08;7.880
01 Andalucía;2011M07;7.757
01 Andalucía;2011M06;6.931
01 Andalucía;2011M05;7.092
01 Andalucía;2011M04;7.077
01 Andalucía;2011M03;7.537
01 Andalucía;2011M02;6.975
01 Andalucía;2011M01;7.533
01 Andalucía;2010M12;8.406
01 Andalucía;2010M11;8.044
01 Andalucía;2010M10;8.253
01 Andalucía;2010M09;8.156
01 Andalucía;2010M08;7.814
01 Andalucía;2010M07;7.726
01 Andalucía;2010M06;7.006
01 Andalucía;2010M05;7.327
01 Andalucía;2010M04;7.280
01 Andalucía;2010M03;7.606
01 Andalucía;2010M02;6.881
01 Andalucía;2010M01;7.702
01 Andalucía;2009M12;7.948
01 Andalucía;2009M11;7.572
01 Andalucía;2009M10;8.087
01 Andalucía;2009M09;8.335
01 Andalucía;2009M08;8.137
01 Andalucía;2009M07;7.990
01 Andalucía;2009M06;7.467
01 Andalucía;2009M05;7.831
01 Andalucía;2009M04;7.625
01 Andalucía;2009M03;7.905
01 Andalucía;2009M02;7.436
01 Andalucía;2009M01;8.283
01 Andalucía;2008M12;8.388
01 Andalucía;2008M11;8.186
01 Andalucía;2008M10;8.799
01 Andalucía;2008M09;8.788
01 Andalucía;2008M08;8.427
01 Andalucía;2008M07;8.649
01 Andalucía;2008M06;7.876
01 Andalucía;2008M05;8.251
01 Andalucía;2008M04;8.337
01 Andalucía;2008M03;8.377
01 Andalucía;2008M02;7.757
01 Andalucía;2008M01;8.458
01 Andalucía;2007M12;8.198
01 Andalucía;2007M11;8.128
01 Andalucía;2007M10;8.841
01 Andalucía;2007M09;8.583
01 Andalucía;2007M08;8.176
01 Andalucía;2007M07;8.409
01 Andalucía;2007M06;7.666
01 Andalucía;2007M05;7.791
01 Andalucía;2007M04;7.376
01 Andalucía;2007M03;7.951
01 Andalucía;2007M02;7.094
01 Andalucía;2007M01;7.849
01 Andalucía;2006M12;7.773
01 Andalucía;2006M11;8.067
01 Andalucía;2006M10;8.692
01 Andalucía;2006M09;8.305
01 Andalucía;2006M08;8.083
01 Andalucía;2006M07;8.099
01 Andalucía;2006M06;7.707
01 Andalucía;2006M05;7.907
01 Andalucía;2006M04;7.513
01 Andalucía;2006M03;8.111
01 Andalucía;2006M02;7.063
01 Andalucía;2006M01;7.984
01 Andalucía;2005M12;8.068
01 Andalucía;2005M11;7.905
01 Andalucía;2005M10;8.083
01 Andalucía;2005M09;8.203
01 Andalucía;2005M08;7.938
01 Andalucía;2005M07;7.741
01 Andalucía;2005M06;7.224
01 Andalucía;2005M05;7.416
01 Andalucía;2005M04;7.228
01 Andalucía;2005M03;7.406
01 Andalucía;2005M02;6.989
01 Andalucía;2005M01;7.606
01 Andalucía;2004M12;7.890
01 Andalucía;2004M11;7.735
01 Andalucía;2004M10;7.886
01 Andalucía;2004M09;7.957
01 Andalucía;2004M08;7.642
01 Andalucía;2004M07;7.674
01 Andalucía;2004M06;7.048
01 Andalucía;2004M05;7.244
01 Andalucía;2004M04;6.897
01 Andalucía;2004M03;7.203
01 Andalucía;2004M02;6.699
01 Andalucía;2004M01;7.147
01 Andalucía;2003M12;7.081
01 Andalucía;2003M11;7.067
01 Andalucía;2003M10;7.348
01 Andalucía;2003M09;7.667
01 Andalucía;2003M08;7.287
01 Andalucía;2003M07;7.307
01 Andalucía;2003M06;7.040
01 Andalucía;2003M05;7.409
01 Andalucía;2003M04;7.115
01 Andalucía;2003M03;7.277
01 Andalucía;2003M02;6.448
01 Andalucía;2003M01;7.074
01 Andalucía;2002M12;7.055
01 Andalucía;2002M11;7.061
01 Andalucía;2002M10;7.379
01 Andalucía;2002M09;7.385
01 Andalucía;2002M08;7.153
01 Andalucía;2002M07;6.918
01 Andalucía;2002M06;6.245
01 Andalucía;2002M05;6.810
01 Andalucía;2002M04;6.550
01 Andalucía;2002M03;6.617
01 Andalucía;2002M02;6.187
01 Andalucía;2002M01;6.505
01 Andalucía;2001M12;6.787
01 Andalucía;2001M11;6.882
01 Andalucía;2001M10;7.316
01 Andalucía;2001M09;7.014
01 Andalucía;2001M08;7.081
01 Andalucía;2001M07;6.992
01 Andalucía;2001M06;6.556
01 Andalucía;2001M05;6.650
01 Andalucía;2001M04;6.428
01 Andalucía;2001M03;6.611
01 Andalucía;2001M02;5.841
01 Andalucía;2001M01;6.950
01 Andalucía;2000M12;6.781
01 Andalucía;2000M11;6.641
01 Andalucía;2000M10;6.954
01 Andalucía;2000M09;7.041
01 Andalucía;2000M08;6.839
01 Andalucía;2000M07;6.869
01 Andalucía;2000M06;6.431
01 Andalucía;2000M05;6.703
01 Andalucía;2000M04;6.355
01 Andalucía;2000M03;6.741
01 Andalucía;2000M02;6.172
01 Andalucía;2000M01;7.052
01 Andalucía;1999M12;6.997
01 Andalucía;1999M11;6.754
01 Andalucía;1999M10;6.951
01 Andalucía;1999M09;6.956
01 Andalucía;1999M08;6.715
01 Andalucía;1999M07;6.823
01 Andalucía;1999M06;6.158
01 Andalucía;1999M05;6.159
01 Andalucía;1999M04;6.262
01 Andalucía;1999M03;6.477
01 Andalucía;1999M02;5.877
01 Andalucía;1999M01;6.639
01 Andalucía;1998M12;6.419
01 Andalucía;1998M11;6.241
01 Andalucía;1998M10;6.717
01 Andalucía;1998M09;6.853
01 Andalucía;1998M08;6.306
01 Andalucía;1998M07;6.476
01 Andalucía;1998M06;6.097
01 Andalucía;1998M05;6.468
01 Andalucía;1998M04;6.370
01 Andalucía;1998M03;6.472
01 Andalucía;1998M02;5.799
01 Andalucía;1998M01;6.414
01 Andalucía;1997M12;6.523
01 Andalucía;1997M11;6.428
01 Andalucía;1997M10;6.699
01 Andalucía;1997M09;6.848
01 Andalucía;1997M08;6.413
01 Andalucía;1997M07;6.992
01 Andalucía;1997M06;6.186
01 Andalucía;1997M05;6.578
01 Andalucía;1997M04;6.454
01 Andalucía;1997M03;6.414
01 Andalucía;1997M02;6.066
01 Andalucía;1997M01;6.595
01 Andalucía;1996M12;6.930
01 Andalucía;1996M11;6.546
01 Andalucía;1996M10;6.384
01 Andalucía;1996M09;6.602
01 Andalucía;1996M08;6.312
01 Andalucía;1996M07;6.628
01 Andalucía;1996M06;6.251
01 Andalucía;1996M05;6.361
01 Andalucía;1996M04;6.072
01 Andalucía;1996M03;6.745
01 Andalucía;1996M02;6.055
01 Andalucía;1996M01;6.392
01 Andalucía;1995M12;6.457
01 Andalucía;1995M11;6.507
01 Andalucía;1995M10;6.901
01 Andalucía;1995M09;6.985
01 Andalucía;1995M08;6.679
01 Andalucía;1995M07;6.991
01 Andalucía;1995M06;6.367
01 Andalucía;1995M05;6.669
01 Andalucía;1995M04;6.253
01 Andalucía;1995M03;6.797
01 Andalucía;1995M02;6.060
01 Andalucía;1995M01;6.756
01 Andalucía;1994M12;6.685
01 Andalucía;1994M11;6.433
01 Andalucía;1994M10;7.027
01 Andalucía;1994M09;6.986
01 Andalucía;1994M08;6.976
01 Andalucía;1994M07;7.091
01 Andalucía;1994M06;6.628
01 Andalucía;1994M05;6.874
01 Andalucía;1994M04;6.696
01 Andalucía;1994M03;7.031
01 Andalucía;1994M02;6.359
01 Andalucía;1994M01;6.764
01 Andalucía;1993M12;6.859
01 Andalucía;1993M11;6.856
01 Andalucía;1993M10;7.504
01 Andalucía;1993M09;7.680
01 Andalucía;1993M08;7.357
01 Andalucía;1993M07;7.483
01 Andalucía;1993M06;6.930
01 Andalucía;1993M05;7.204
01 Andalucía;1993M04;6.891
01 Andalucía;1993M03;7.570
01 Andalucía;1993M02;6.562
01 Andalucía;1993M01;7.434
01 Andalucía;1992M12;7.340
01 Andalucía;1992M11;7.352
01 Andalucía;1992M10;7.657
01 Andalucía;1992M09;7.787
01 Andalucía;1992M08;7.611
01 Andalucía;1992M07;7.642
01 Andalucía;1992M06;6.938
01 Andalucía;1992M05;7.110
01 Andalucía;1992M04;6.965
01 Andalucía;1992M03;7.041
01 Andalucía;1992M02;7.068
01 Andalucía;1992M01;7.501
01 Andalucía;1991M12;7.407
01 Andalucía;1991M11;7.358
01 Andalucía;1991M10;7.764
01 Andalucía;1991M09;7.851
01 Andalucía;1991M08;7.648
01 Andalucía;1991M07;7.474
01 Andalucía;1991M06;6.799
01 Andalucía;1991M05;7.209
01 Andalucía;1991M04;6.964
01 Andalucía;1991M03;7.465
01 Andalucía;1991M02;6.800
01 Andalucía;1991M01;7.580
01 Andalucía;1990M12;7.480
01 Andalucía;1990M11;7.608
01 Andalucía;1990M10;7.967
01 Andalucía;1990M09;7.450
01 Andalucía;1990M08;7.794
01 Andalucía;1990M07;7.761
01 Andalucía;1990M06;7.182
01 Andalucía;1990M05;7.348
01 Andalucía;1990M04;6.805
01 Andalucía;1990M03;7.523
01 Andalucía;1990M02;6.782
01 Andalucía;1990M01;7.518
01 Andalucía;1989M12;7.325
01 Andalucía;1989M11;7.813
01 Andalucía;1989M10;7.921
01 Andalucía;1989M09;7.555
01 Andalucía;1989M08;7.538
01 Andalucía;1989M07;7.917
01 Andalucía;1989M06;7.162
01 Andalucía;1989M05;7.119
01 Andalucía;1989M04;7.211
01 Andalucía;1989M03;7.454
01 Andalucía;1989M02;7.118
01 Andalucía;1989M01;7.429
01 Andalucía;1988M12;7.831
01 Andalucía;1988M11;7.504
01 Andalucía;1988M10;7.904
01 Andalucía;1988M09;7.981
01 Andalucía;1988M08;7.963
01 Andalucía;1988M07;8.000
01 Andalucía;1988M06;7.016
01 Andalucía;1988M05;7.739
01 Andalucía;1988M04;7.436
01 Andalucía;1988M03;7.692
01 Andalucía;1988M02;7.066
01 Andalucía;1988M01;7.908
01 Andalucía;1987M12;7.791
01 Andalucía;1987M11;7.343
01 Andalucía;1987M10;7.851
01 Andalucía;1987M09;8.347
01 Andalucía;1987M08;8.061
01 Andalucía;1987M07;7.964
01 Andalucía;1987M06;7.701
01 Andalucía;1987M05;7.842
01 Andalucía;1987M04;7.796
01 Andalucía;1987M03;7.760
01 Andalucía;1987M02;7.040
01 Andalucía;1987M01;7.868
01 Andalucía;1986M12;8.169
01 Andalucía;1986M11;7.839
01 Andalucía;1986M10;8.347
