Comunidades y Ciudades Autónomas;Periodo;Total
17 Rioja, La;2003M01;234
17 Rioja, La;2002M12;215
17 Rioja, La;2002M11;205
17 Rioja, La;2002M10;218
17 Rioja, La;2002M09;214
17 Rioja, La;2002M08;214
17 Rioja, La;2002M07;246
17 Rioja, La;2002M06;212
17 Rioja, La;2002M05;200
17 Rioja, La;2002M04;193
17 Rioja, La;2002M03;231
17 Rioja, La;2002M02;217
17 Rioja, La;2002M01;211
17 Rioja, La;2001M12;208
17 Rioja, La;2001M11;214
17 Rioja, La;2001M10;218
17 Rioja, La;2001M09;194
17 Rioja, La;2001M08;204
17 Rioja, La;2001M07;197
17 Rioja, La;2001M06;207
17 Rioja, La;2001M05;237
17 Rioja, La;2001M04;171
17 Rioja, La;2001M03;191
17 Rioja, La;2001M02;168
17 Rioja, La;2001M01;203
17 Rioja, La;2000M12;195
17 Rioja, La;2000M11;211
17 Rioja, La;2000M10;194
17 Rioja, La;2000M09;183
17 Rioja, La;2000M08;182
17 Rioja, La;2000M07;196
17 Rioja, La;2000M06;192
17 Rioja, La;2000M05;195
17 Rioja, La;2000M04;234
17 Rioja, La;2000M03;197
17 Rioja, La;2000M02;176
17 Rioja, La;2000M01;191
17 Rioja, La;1999M12;190
17 Rioja, La;1999M11;169
17 Rioja, La;1999M10;165
17 Rioja, La;1999M09;203
17 Rioja, La;1999M08;192
17 Rioja, La;1999M07;207
17 Rioja, La;1999M06;198
17 Rioja, La;1999M05;213
17 Rioja, La;1999M04;194
17 Rioja, La;1999M03;195
17 Rioja, La;1999M02;160
17 Rioja, La;1999M01;189
17 Rioja, La;1998M12;197
17 Rioja, La;1998M11;166
17 Rioja, La;1998M10;154
17 Rioja, La;1998M09;200
17 Rioja, La;1998M08;174
17 Rioja, La;1998M07;167
17 Rioja, La;1998M06;203
17 Rioja, La;1998M05;196
17 Rioja, La;1998M04;194
17 Rioja, La;1998M03;190
17 Rioja, La;1998M02;171
17 Rioja, La;1998M01;192
17 Rioja, La;1997M12;173
17 Rioja, La;1997M11;158
17 Rioja, La;1997M10;149
17 Rioja, La;1997M09;190
17 Rioja, La;1997M08;160
17 Rioja, La;1997M07;190
17 Rioja, La;1997M06;180
17 Rioja, La;1997M05;217
17 Rioja, La;1997M04;200
17 Rioja, La;1997M03;184
17 Rioja, La;1997M02;176
17 Rioja, La;1997M01;197
17 Rioja, La;1996M12;169
17 Rioja, La;1996M11;160
17 Rioja, La;1996M10;163
17 Rioja, La;1996M09;158
17 Rioja, La;1996M08;178
17 Rioja, La;1996M07;194
17 Rioja, La;1996M06;171
17 Rioja, La;1996M05;197
17 Rioja, La;1996M04;173
17 Rioja, La;1996M03;192
17 Rioja, La;1996M02;155
17 Rioja, La;1996M01;190
17 Rioja, La;1995M12;181
17 Rioja, La;1995M11;157
17 Rioja, La;1995M10;175
17 Rioja, La;1995M09;170
17 Rioja, La;1995M08;187
17 Rioja, La;1995M07;165
17 Rioja, La;1995M06;179
17 Rioja, La;1995M05;179
17 Rioja, La;1995M04;176
17 Rioja, La;1995M03;169
17 Rioja, La;1995M02;163
17 Rioja, La;1995M01;158
17 Rioja, La;1994M12;182
17 Rioja, La;1994M11;184
17 Rioja, La;1994M10;179
17 Rioja, La;1994M09;147
17 Rioja, La;1994M08;162
17 Rioja, La;1994M07;183
17 Rioja, La;1994M06;165
17 Rioja, La;1994M05;239
17 Rioja, La;1994M04;194
17 Rioja, La;1994M03;175
17 Rioja, La;1994M02;160
17 Rioja, La;1994M01;202
17 Rioja, La;1993M12;153
17 Rioja, La;1993M11;176
17 Rioja, La;1993M10;172
17 Rioja, La;1993M09;166
17 Rioja, La;1993M08;170
17 Rioja, La;1993M07;204
17 Rioja, La;1993M06;192
17 Rioja, La;1993M05;201
17 Rioja, La;1993M04;207
17 Rioja, La;1993M03;187
17 Rioja, La;1993M02;155
17 Rioja, La;1993M01;163
17 Rioja, La;1992M12;152
17 Rioja, La;1992M11;163
17 Rioja, La;1992M10;172
17 Rioja, La;1992M09;183
17 Rioja, La;1992M08;161
17 Rioja, La;1992M07;192
17 Rioja, La;1992M06;184
17 Rioja, La;1992M05;181
17 Rioja, La;1992M04;213
17 Rioja, La;1992M03;179
17 Rioja, La;1992M02;198
17 Rioja, La;1992M01;187
17 Rioja, La;1991M12;177
17 Rioja, La;1991M11;202
17 Rioja, La;1991M10;180
17 Rioja, La;1991M09;191
17 Rioja, La;1991M08;171
17 Rioja, La;1991M07;187
17 Rioja, La;1991M06;204
17 Rioja, La;1991M05;187
17 Rioja, La;1991M04;190
17 Rioja, La;1991M03;181
17 Rioja, La;1991M02;174
17 Rioja, La;1991M01;180
17 Rioja, La;1990M12;172
17 Rioja, La;1990M11;166
17 Rioja, La;1990M10;199
17 Rioja, La;1990M09;179
17 Rioja, La;1990M08;197
17 Rioja, La;1990M07;182
17 Rioja, La;1990M06;185
17 Rioja, La;1990M05;208
17 Rioja, La;1990M04;228
17 Rioja, La;1990M03;196
17 Rioja, La;1990M02;236
17 Rioja, La;1990M01;172
17 Rioja, La;1989M12;189
17 Rioja, La;1989M11;193
17 Rioja, La;1989M10;199
17 Rioja, La;1989M09;193
17 Rioja, La;1989M08;203
17 Rioja, La;1989M07;206
17 Rioja, La;1989M06;214
17 Rioja, La;1989M05;203
17 Rioja, La;1989M04;196
17 Rioja, La;1989M03;222
17 Rioja, La;1989M02;196
17 Rioja, La;1989M01;174
17 Rioja, La;1988M12;195
17 Rioja, La;1988M11;173
17 Rioja, La;1988M10;228
17 Rioja, La;1988M09;224
17 Rioja, La;1988M08;189
17 Rioja, La;1988M07;205
17 Rioja, La;1988M06;212
17 Rioja, La;1988M05;228
17 Rioja, La;1988M04;217
17 Rioja, La;1988M03;211
17 Rioja, La;1988M02;191
17 Rioja, La;1988M01;193
17 Rioja, La;1987M12;221
17 Rioja, La;1987M11;166
17 Rioja, La;1987M10;174
17 Rioja, La;1987M09;198
17 Rioja, La;1987M08;209
17 Rioja, La;1987M07;173
17 Rioja, La;1987M06;209
17 Rioja, La;1987M05;250
17 Rioja, La;1987M04;232
17 Rioja, La;1987M03;231
17 Rioja, La;1987M02;191
17 Rioja, La;1987M01;199
17 Rioja, La;1986M12;194
17 Rioja, La;1986M11;193
17 Rioja, La;1986M10;200
17 Rioja, La;1986M09;199
17 Rioja, La;1986M08;212
17 Rioja, La;1986M07;232
17 Rioja, La;1986M06;189
17 Rioja, La;1986M05;224
17 Rioja, La;1986M04;237
17 Rioja, La;1986M03;211
17 Rioja, La;1986M02;157
17 Rioja, La;1986M01;198
17 Rioja, La;1985M12;199
17 Rioja, La;1985M11;205
17 Rioja, La;1985M10;193
17 Rioja, La;1985M09;214
17 Rioja, La;1985M08;242
17 Rioja, La;1985M07;257
17 Rioja, La;1985M06;243
17 Rioja, La;1985M05;248
17 Rioja, La;1985M04;216
17 Rioja, La;1985M03;268
17 Rioja, La;1985M02;219
17 Rioja, La;1985M01;223
17 Rioja, La;1984M12;214
17 Rioja, La;1984M11;205
17 Rioja, La;1984M10;191
17 Rioja, La;1984M09;224
17 Rioja, La;1984M08;269
17 Rioja, La;1984M07;222
17 Rioja, La;1984M06;276
17 Rioja, La;1984M05;257
17 Rioja, La;1984M04;233
17 Rioja, La;1984M03;263
17 Rioja, La;1984M02;211
17 Rioja, La;1984M01;219
17 Rioja, La;1983M12;241
17 Rioja, La;1983M11;222
17 Rioja, La;1983M10;195
17 Rioja, La;1983M09;228
17 Rioja, La;1983M08;229
17 Rioja, La;1983M07;285
17 Rioja, La;1983M06;277
17 Rioja, La;1983M05;286
17 Rioja, La;1983M04;221
17 Rioja, La;1983M03;253
17 Rioja, La;1983M02;227
17 Rioja, La;1983M01;263
17 Rioja, La;1982M12;245
17 Rioja, La;1982M11;253
17 Rioja, La;1982M10;280
17 Rioja, La;1982M09;256
17 Rioja, La;1982M08;285
17 Rioja, La;1982M07;268
17 Rioja, La;1982M06;258
17 Rioja, La;1982M05;280
17 Rioja, La;1982M04;271
17 Rioja, La;1982M03;270
17 Rioja, La;1982M02;237
17 Rioja, La;1982M01;238
17 Rioja, La;1981M12;222
17 Rioja, La;1981M11;274
17 Rioja, La;1981M10;273
17 Rioja, La;1981M09;244
17 Rioja, La;1981M08;264
17 Rioja, La;1981M07;267
17 Rioja, La;1981M06;275
17 Rioja, La;1981M05;322
17 Rioja, La;1981M04;289
17 Rioja, La;1981M03;273
17 Rioja, La;1981M02;216
17 Rioja, La;1981M01;267
17 Rioja, La;1980M12;270
17 Rioja, La;1980M11;272
17 Rioja, La;1980M10;266
17 Rioja, La;1980M09;293
17 Rioja, La;1980M08;303
17 Rioja, La;1980M07;306
17 Rioja, La;1980M06;330
17 Rioja, La;1980M05;301
17 Rioja, La;1980M04;316
17 Rioja, La;1980M03;265
17 Rioja, La;1980M02;300
17 Rioja, La;1980M01;283
17 Rioja, La;1979M12;259
17 Rioja, La;1979M11;290
17 Rioja, La;1979M10;271
17 Rioja, La;1979M09;306
17 Rioja, La;1979M08;315
17 Rioja, La;1979M07;369
17 Rioja, La;1979M06;320
17 Rioja, La;1979M05;333
17 Rioja, La;1979M04;332
17 Rioja, La;1979M03;312
17 Rioja, La;1979M02;292
17 Rioja, La;1979M01;277
17 Rioja, La;1978M12;252
17 Rioja, La;1978M11;295
17 Rioja, La;1978M10;282
17 Rioja, La;1978M09;304
17 Rioja, La;1978M08;330
17 Rioja, La;1978M07;361
17 Rioja, La;1978M06;357
17 Rioja, La;1978M05;387
17 Rioja, La;1978M04;336
17 Rioja, La;1978M03;301
17 Rioja, La;1978M02;304
17 Rioja, La;1978M01;334
17 Rioja, La;1977M12;271
17 Rioja, La;1977M11;266
17 Rioja, La;1977M10;285
17 Rioja, La;1977M09;329
17 Rioja, La;1977M08;332
17 Rioja, La;1977M07;314
17 Rioja, La;1977M06;353
17 Rioja, La;1977M05;362
17 Rioja, La;1977M04;341
17 Rioja, La;1977M03;365
17 Rioja, La;1977M02;292
17 Rioja, La;1977M01;289
17 Rioja, La;1976M12;612
17 Rioja, La;1976M11;290
17 Rioja, La;1976M10;327
17 Rioja, La;1976M09;349
17 Rioja, La;1976M08;313
17 Rioja, La;1976M07;367
17 Rioja, La;1976M06;358
17 Rioja, La;1976M05;357
17 Rioja, La;1976M04;367
17 Rioja, La;1976M03;339
17 Rioja, La;1976M02;296
17 Rioja, La;1976M01;290
17 Rioja, La;1975M12;294
17 Rioja, La;1975M11;278
17 Rioja, La;1975M10;304
17 Rioja, La;1975M09;299
17 Rioja, La;1975M08;361
17 Rioja, La;1975M07;326
17 Rioja, La;1975M06;338
17 Rioja, La;1975M05;358
17 Rioja, La;1975M04;359
17 Rioja, La;1975M03;366
17 Rioja, La;1975M02;284
17 Rioja, La;1975M01;305
18 Ceuta;2021M12;52
18 Ceuta;2021M11;64
18 Ceuta;2021M10;65
18 Ceuta;2021M09;81
18 Ceuta;2021M08;63
18 Ceuta;2021M07;70
18 Ceuta;2021M06;60
18 Ceuta;2021M05;50
18 Ceuta;2021M04;43
18 Ceuta;2021M03;56
18 Ceuta;2021M02;50
18 Ceuta;2021M01;65
18 Ceuta;2020M12;49
18 Ceuta;2020M11;65
18 Ceuta;2020M10;68
18 Ceuta;2020M09;78
18 Ceuta;2020M08;84
18 Ceuta;2020M07;81
18 Ceuta;2020M06;64
18 Ceuta;2020M05;61
18 Ceuta;2020M04;70
18 Ceuta;2020M03;62
18 Ceuta;2020M02;73
18 Ceuta;2020M01;88
18 Ceuta;2019M12;82
18 Ceuta;2019M11;78
18 Ceuta;2019M10;87
18 Ceuta;2019M09;76
18 Ceuta;2019M08;61
18 Ceuta;2019M07;69
18 Ceuta;2019M06;54
18 Ceuta;2019M05;52
18 Ceuta;2019M04;76
18 Ceuta;2019M03;71
18 Ceuta;2019M02;51
18 Ceuta;2019M01;84
18 Ceuta;2018M12;70
18 Ceuta;2018M11;73
18 Ceuta;2018M10;90
18 Ceuta;2018M09;70
18 Ceuta;2018M08;86
18 Ceuta;2018M07;84
18 Ceuta;2018M06;71
18 Ceuta;2018M05;79
18 Ceuta;2018M04;87
18 Ceuta;2018M03;94
18 Ceuta;2018M02;75
18 Ceuta;2018M01;93
18 Ceuta;2017M12;92
18 Ceuta;2017M11;95
18 Ceuta;2017M10;90
18 Ceuta;2017M09;101
18 Ceuta;2017M08;109
18 Ceuta;2017M07;89
18 Ceuta;2017M06;85
18 Ceuta;2017M05;53
18 Ceuta;2017M04;73
18 Ceuta;2017M03;82
18 Ceuta;2017M02;82
18 Ceuta;2017M01;94
18 Ceuta;2016M12;98
18 Ceuta;2016M11;82
18 Ceuta;2016M10;90
18 Ceuta;2016M09;93
18 Ceuta;2016M08;105
18 Ceuta;2016M07;98
18 Ceuta;2016M06;89
18 Ceuta;2016M05;78
18 Ceuta;2016M04;84
18 Ceuta;2016M03;89
18 Ceuta;2016M02;67
18 Ceuta;2016M01;87
18 Ceuta;2015M12;97
18 Ceuta;2015M11;102
18 Ceuta;2015M10;96
18 Ceuta;2015M09;110
18 Ceuta;2015M08;103
18 Ceuta;2015M07;99
18 Ceuta;2015M06;86
18 Ceuta;2015M05;94
18 Ceuta;2015M04;73
18 Ceuta;2015M03;76
18 Ceuta;2015M02;65
18 Ceuta;2015M01;95
18 Ceuta;2014M12;105
18 Ceuta;2014M11;100
18 Ceuta;2014M10;113
18 Ceuta;2014M09;96
18 Ceuta;2014M08;117
18 Ceuta;2014M07;95
18 Ceuta;2014M06;90
18 Ceuta;2014M05;96
18 Ceuta;2014M04;89
18 Ceuta;2014M03;101
18 Ceuta;2014M02;105
18 Ceuta;2014M01;95
18 Ceuta;2013M12;71
18 Ceuta;2013M11;82
18 Ceuta;2013M10;95
18 Ceuta;2013M09;82
18 Ceuta;2013M08;97
18 Ceuta;2013M07;101
18 Ceuta;2013M06;85
18 Ceuta;2013M05;94
18 Ceuta;2013M04;98
18 Ceuta;2013M03;85
18 Ceuta;2013M02;94
18 Ceuta;2013M01;102
18 Ceuta;2012M12;96
18 Ceuta;2012M11;105
18 Ceuta;2012M10;97
18 Ceuta;2012M09;97
18 Ceuta;2012M08;115
18 Ceuta;2012M07;116
18 Ceuta;2012M06;74
18 Ceuta;2012M05;104
18 Ceuta;2012M04;74
18 Ceuta;2012M03;87
18 Ceuta;2012M02;70
18 Ceuta;2012M01;93
18 Ceuta;2011M12;104
18 Ceuta;2011M11;125
18 Ceuta;2011M10;91
18 Ceuta;2011M09;123
18 Ceuta;2011M08;101
18 Ceuta;2011M07;96
18 Ceuta;2011M06;90
18 Ceuta;2011M05;74
18 Ceuta;2011M04;88
18 Ceuta;2011M03;84
18 Ceuta;2011M02;83
18 Ceuta;2011M01;107
18 Ceuta;2010M12;107
18 Ceuta;2010M11;102
18 Ceuta;2010M10;99
18 Ceuta;2010M09;109
18 Ceuta;2010M08;91
18 Ceuta;2010M07;106
18 Ceuta;2010M06;82
18 Ceuta;2010M05;77
18 Ceuta;2010M04;111
18 Ceuta;2010M03;102
18 Ceuta;2010M02;100
18 Ceuta;2010M01;106
18 Ceuta;2009M12;106
18 Ceuta;2009M11;120
18 Ceuta;2009M10;100
18 Ceuta;2009M09;106
18 Ceuta;2009M08;95
18 Ceuta;2009M07;96
18 Ceuta;2009M06;88
18 Ceuta;2009M05;81
18 Ceuta;2009M04;78
18 Ceuta;2009M03;106
18 Ceuta;2009M02;82
18 Ceuta;2009M01;94
18 Ceuta;2008M12;118
18 Ceuta;2008M11;100
18 Ceuta;2008M10;104
18 Ceuta;2008M09;114
18 Ceuta;2008M08;89
18 Ceuta;2008M07;100
18 Ceuta;2008M06;99
18 Ceuta;2008M05;88
18 Ceuta;2008M04;92
18 Ceuta;2008M03;102
18 Ceuta;2008M02;84
18 Ceuta;2008M01;75
18 Ceuta;2007M12;119
18 Ceuta;2007M11;114
18 Ceuta;2007M10;101
18 Ceuta;2007M09;101
18 Ceuta;2007M08;79
18 Ceuta;2007M07;110
18 Ceuta;2007M06;78
18 Ceuta;2007M05;87
18 Ceuta;2007M04;80
18 Ceuta;2007M03;107
18 Ceuta;2007M02;70
18 Ceuta;2007M01;90
18 Ceuta;2006M12;106
18 Ceuta;2006M11;122
18 Ceuta;2006M10;129
18 Ceuta;2006M09;125
18 Ceuta;2006M08;120
18 Ceuta;2006M07;124
18 Ceuta;2006M06;98
18 Ceuta;2006M05;134
18 Ceuta;2006M04;123
18 Ceuta;2006M03;106
18 Ceuta;2006M02;115
18 Ceuta;2006M01;107
18 Ceuta;2005M12;84
18 Ceuta;2005M11;113
18 Ceuta;2005M10;100
18 Ceuta;2005M09;96
18 Ceuta;2005M08;101
18 Ceuta;2005M07;82
18 Ceuta;2005M06;78
18 Ceuta;2005M05;83
18 Ceuta;2005M04;91
18 Ceuta;2005M03;78
18 Ceuta;2005M02;81
18 Ceuta;2005M01;78
18 Ceuta;2004M12;74
18 Ceuta;2004M11;72
18 Ceuta;2004M10;99
18 Ceuta;2004M09;92
18 Ceuta;2004M08;98
18 Ceuta;2004M07;96
18 Ceuta;2004M06;93
18 Ceuta;2004M05;83
18 Ceuta;2004M04;94
18 Ceuta;2004M03;89
18 Ceuta;2004M02;77
18 Ceuta;2004M01;94
18 Ceuta;2003M12;87
18 Ceuta;2003M11;88
18 Ceuta;2003M10;78
18 Ceuta;2003M09;107
18 Ceuta;2003M08;69
18 Ceuta;2003M07;76
18 Ceuta;2003M06;87
18 Ceuta;2003M05;82
18 Ceuta;2003M04;89
18 Ceuta;2003M03;87
18 Ceuta;2003M02;73
18 Ceuta;2003M01;92
18 Ceuta;2002M12;83
18 Ceuta;2002M11;88
18 Ceuta;2002M10;86
18 Ceuta;2002M09;90
18 Ceuta;2002M08;89
18 Ceuta;2002M07;91
18 Ceuta;2002M06;89
18 Ceuta;2002M05;87
18 Ceuta;2002M04;92
18 Ceuta;2002M03;78
18 Ceuta;2002M02;63
18 Ceuta;2002M01;87
18 Ceuta;2001M12;79
18 Ceuta;2001M11;83
18 Ceuta;2001M10;85
18 Ceuta;2001M09;69
18 Ceuta;2001M08;88
18 Ceuta;2001M07;89
18 Ceuta;2001M06;76
18 Ceuta;2001M05;89
18 Ceuta;2001M04;79
18 Ceuta;2001M03;91
18 Ceuta;2001M02;75
18 Ceuta;2001M01;78
18 Ceuta;2000M12;87
18 Ceuta;2000M11;80
18 Ceuta;2000M10;93
18 Ceuta;2000M09;84
18 Ceuta;2000M08;94
18 Ceuta;2000M07;94
18 Ceuta;2000M06;76
18 Ceuta;2000M05;73
18 Ceuta;2000M04;85
18 Ceuta;2000M03;62
18 Ceuta;2000M02;93
18 Ceuta;2000M01;75
18 Ceuta;1999M12;76
18 Ceuta;1999M11;90
18 Ceuta;1999M10;82
18 Ceuta;1999M09;82
18 Ceuta;1999M08;93
18 Ceuta;1999M07;99
18 Ceuta;1999M06;95
18 Ceuta;1999M05;72
18 Ceuta;1999M04;88
18 Ceuta;1999M03;91
18 Ceuta;1999M02;84
18 Ceuta;1999M01;68
18 Ceuta;1998M12;92
18 Ceuta;1998M11;84
18 Ceuta;1998M10;85
18 Ceuta;1998M09;72
18 Ceuta;1998M08;101
18 Ceuta;1998M07;69
18 Ceuta;1998M06;76
18 Ceuta;1998M05;78
18 Ceuta;1998M04;86
18 Ceuta;1998M03;85
18 Ceuta;1998M02;84
18 Ceuta;1998M01;69
18 Ceuta;1997M12;90
18 Ceuta;1997M11;93
18 Ceuta;1997M10;88
18 Ceuta;1997M09;76
18 Ceuta;1997M08;95
18 Ceuta;1997M07;97
18 Ceuta;1997M06;91
18 Ceuta;1997M05;89
18 Ceuta;1997M04;102
18 Ceuta;1997M03;73
18 Ceuta;1997M02;61
18 Ceuta;1997M01;74
18 Ceuta;1996M12;81
18 Ceuta;1996M11;95
18 Ceuta;1996M10;87
18 Ceuta;1996M09;76
18 Ceuta;1996M08;72
18 Ceuta;1996M07;79
18 Ceuta;1996M06;96
18 Ceuta;1996M05;73
18 Ceuta;1996M04;82
18 Ceuta;1996M03;66
18 Ceuta;1996M02;79
18 Ceuta;1996M01;77
18 Ceuta;1995M12;87
18 Ceuta;1995M11;88
18 Ceuta;1995M10;101
18 Ceuta;1995M09;89
18 Ceuta;1995M08;92
18 Ceuta;1995M07;91
18 Ceuta;1995M06;97
18 Ceuta;1995M05;94
18 Ceuta;1995M04;74
18 Ceuta;1995M03;97
18 Ceuta;1995M02;62
18 Ceuta;1995M01;83
18 Ceuta;1994M12;86
18 Ceuta;1994M11;80
18 Ceuta;1994M10;72
18 Ceuta;1994M09;98
18 Ceuta;1994M08;94
18 Ceuta;1994M07;91
18 Ceuta;1994M06;78
18 Ceuta;1994M05;65
18 Ceuta;1994M04;67
18 Ceuta;1994M03;97
18 Ceuta;1994M02;80
18 Ceuta;1994M01;100
18 Ceuta;1993M12;87
18 Ceuta;1993M11;95
18 Ceuta;1993M10;114
18 Ceuta;1993M09;96
18 Ceuta;1993M08;110
18 Ceuta;1993M07;115
18 Ceuta;1993M06;84
18 Ceuta;1993M05;83
18 Ceuta;1993M04;78
18 Ceuta;1993M03;75
18 Ceuta;1993M02;92
18 Ceuta;1993M01;99
18 Ceuta;1992M12;90
18 Ceuta;1992M11;102
18 Ceuta;1992M10;93
18 Ceuta;1992M09;93
18 Ceuta;1992M08;104
18 Ceuta;1992M07;117
18 Ceuta;1992M06;71
18 Ceuta;1992M05;74
18 Ceuta;1992M04;85
18 Ceuta;1992M03;87
18 Ceuta;1992M02;92
18 Ceuta;1992M01;75
18 Ceuta;1991M12;101
18 Ceuta;1991M11;83
18 Ceuta;1991M10;100
18 Ceuta;1991M09;85
18 Ceuta;1991M08;80
18 Ceuta;1991M07;106
18 Ceuta;1991M06;104
18 Ceuta;1991M05;79
18 Ceuta;1991M04;89
18 Ceuta;1991M03;68
18 Ceuta;1991M02;69
18 Ceuta;1991M01;89
18 Ceuta;1990M12;82
18 Ceuta;1990M11;79
18 Ceuta;1990M10;93
18 Ceuta;1990M09;109
18 Ceuta;1990M08;77
18 Ceuta;1990M07;84
18 Ceuta;1990M06;74
18 Ceuta;1990M05;74
18 Ceuta;1990M04;73
18 Ceuta;1990M03;87
18 Ceuta;1990M02;75
18 Ceuta;1990M01;87
18 Ceuta;1989M12;96
18 Ceuta;1989M11;91
18 Ceuta;1989M10;100
18 Ceuta;1989M09;87
18 Ceuta;1989M08;91
18 Ceuta;1989M07;112
18 Ceuta;1989M06;81
18 Ceuta;1989M05;64
18 Ceuta;1989M04;84
18 Ceuta;1989M03;75
18 Ceuta;1989M02;97
18 Ceuta;1989M01;81
18 Ceuta;1988M12;82
18 Ceuta;1988M11;107
18 Ceuta;1988M10;91
18 Ceuta;1988M09;104
18 Ceuta;1988M08;106
18 Ceuta;1988M07;90
18 Ceuta;1988M06;84
18 Ceuta;1988M05;101
18 Ceuta;1988M04;96
18 Ceuta;1988M03;95
18 Ceuta;1988M02;86
18 Ceuta;1988M01;93
18 Ceuta;1987M12;95
18 Ceuta;1987M11;80
18 Ceuta;1987M10;104
18 Ceuta;1987M09;97
18 Ceuta;1987M08;97
18 Ceuta;1987M07;86
18 Ceuta;1987M06;87
18 Ceuta;1987M05;96
18 Ceuta;1987M04;81
18 Ceuta;1987M03;84
18 Ceuta;1987M02;71
18 Ceuta;1987M01;88
18 Ceuta;1986M12;94
18 Ceuta;1986M11;68
18 Ceuta;1986M10;111
18 Ceuta;1986M09;100
18 Ceuta;1986M08;89
18 Ceuta;1986M07;78
18 Ceuta;1986M06;89
18 Ceuta;1986M05;84
18 Ceuta;1986M04;75
18 Ceuta;1986M03;88
18 Ceuta;1986M02;67
18 Ceuta;1986M01;88
18 Ceuta;1985M12;84
18 Ceuta;1985M11;95
18 Ceuta;1985M10;84
18 Ceuta;1985M09;96
18 Ceuta;1985M08;100
18 Ceuta;1985M07;120
18 Ceuta;1985M06;88
18 Ceuta;1985M05;97
18 Ceuta;1985M04;80
18 Ceuta;1985M03;101
18 Ceuta;1985M02;60
18 Ceuta;1985M01;101
18 Ceuta;1984M12;105
18 Ceuta;1984M11;89
18 Ceuta;1984M10;86
18 Ceuta;1984M09;90
18 Ceuta;1984M08;73
18 Ceuta;1984M07;83
18 Ceuta;1984M06;60
18 Ceuta;1984M05;109
18 Ceuta;1984M04;88
18 Ceuta;1984M03;76
18 Ceuta;1984M02;77
18 Ceuta;1984M01;88
18 Ceuta;1983M12;86
18 Ceuta;1983M11;86
18 Ceuta;1983M10;91
18 Ceuta;1983M09;105
18 Ceuta;1983M08;100
18 Ceuta;1983M07;90
18 Ceuta;1983M06;83
18 Ceuta;1983M05;90
18 Ceuta;1983M04;86
18 Ceuta;1983M03;83
18 Ceuta;1983M02;81
18 Ceuta;1983M01;94
18 Ceuta;1982M12;103
18 Ceuta;1982M11;86
18 Ceuta;1982M10;94
18 Ceuta;1982M09;98
18 Ceuta;1982M08;87
18 Ceuta;1982M07;103
18 Ceuta;1982M06;82
18 Ceuta;1982M05;94
18 Ceuta;1982M04;88
18 Ceuta;1982M03;88
18 Ceuta;1982M02;86
18 Ceuta;1982M01;77
18 Ceuta;1981M12;102
18 Ceuta;1981M11;87
18 Ceuta;1981M10;113
18 Ceuta;1981M09;86
18 Ceuta;1981M08;94
18 Ceuta;1981M07;109
18 Ceuta;1981M06;98
18 Ceuta;1981M05;112
18 Ceuta;1981M04;81
18 Ceuta;1981M03;92
18 Ceuta;1981M02;93
18 Ceuta;1981M01;86
18 Ceuta;1980M12;92
18 Ceuta;1980M11;110
18 Ceuta;1980M10;107
18 Ceuta;1980M09;88
18 Ceuta;1980M08;91
18 Ceuta;1980M07;80
18 Ceuta;1980M06;96
18 Ceuta;1980M05;94
18 Ceuta;1980M04;81
18 Ceuta;1980M03;115
18 Ceuta;1980M02;97
18 Ceuta;1980M01;109
18 Ceuta;1979M12;111
18 Ceuta;1979M11;84
18 Ceuta;1979M10;123
18 Ceuta;1979M09;111
18 Ceuta;1979M08;96
18 Ceuta;1979M07;101
18 Ceuta;1979M06;93
18 Ceuta;1979M05;86
18 Ceuta;1979M04;100
18 Ceuta;1979M03;101
18 Ceuta;1979M02;79
18 Ceuta;1979M01;108
18 Ceuta;1978M12;82
18 Ceuta;1978M11;89
18 Ceuta;1978M10;92
18 Ceuta;1978M09;114
18 Ceuta;1978M08;109
18 Ceuta;1978M07;95
18 Ceuta;1978M06;102
18 Ceuta;1978M05;133
18 Ceuta;1978M04;100
18 Ceuta;1978M03;125
18 Ceuta;1978M02;105
18 Ceuta;1978M01;111
18 Ceuta;1977M12;103
18 Ceuta;1977M11;101
18 Ceuta;1977M10;111
18 Ceuta;1977M09;105
18 Ceuta;1977M08;107
18 Ceuta;1977M07;110
18 Ceuta;1977M06;100
18 Ceuta;1977M05;97
18 Ceuta;1977M04;86
18 Ceuta;1977M03;102
18 Ceuta;1977M02;100
18 Ceuta;1977M01;105
18 Ceuta;1976M12;108
18 Ceuta;1976M11;114
18 Ceuta;1976M10;107
18 Ceuta;1976M09;106
18 Ceuta;1976M08;93
18 Ceuta;1976M07;119
18 Ceuta;1976M06;116
18 Ceuta;1976M05;111
18 Ceuta;1976M04;115
18 Ceuta;1976M03;119
18 Ceuta;1976M02;75
18 Ceuta;1976M01;104
18 Ceuta;1975M12;106
18 Ceuta;1975M11;103
18 Ceuta;1975M10;105
18 Ceuta;1975M09;106
18 Ceuta;1975M08;121
18 Ceuta;1975M07;122
18 Ceuta;1975M06;112
18 Ceuta;1975M05;113
18 Ceuta;1975M04;108
18 Ceuta;1975M03;123
18 Ceuta;1975M02;98
18 Ceuta;1975M01;100
19 Melilla;2021M12;72
19 Melilla;2021M11;80
19 Melilla;2021M10;96
19 Melilla;2021M09;87
19 Melilla;2021M08;66
19 Melilla;2021M07;91
19 Melilla;2021M06;60
19 Melilla;2021M05;78
