Comunidades y Ciudades Autónomas;Periodo;Total
16 País Vasco;2001M07;1.478
16 País Vasco;2001M06;1.443
16 País Vasco;2001M05;979
16 País Vasco;2001M04;599
16 País Vasco;2001M03;659
16 País Vasco;2001M02;277
16 País Vasco;2001M01;185
16 País Vasco;2000M12;412
16 País Vasco;2000M11;555
16 País Vasco;2000M10;1.118
16 País Vasco;2000M09;1.717
16 País Vasco;2000M08;653
16 País Vasco;2000M07;1.801
16 País Vasco;2000M06;1.354
16 País Vasco;2000M05;1.062
16 País Vasco;2000M04;867
16 País Vasco;2000M03;521
16 País Vasco;2000M02;254
16 País Vasco;2000M01;212
16 País Vasco;1999M12;321
16 País Vasco;1999M11;433
16 País Vasco;1999M10;1.214
16 País Vasco;1999M09;1.403
16 País Vasco;1999M08;624
16 País Vasco;1999M07;1.787
16 País Vasco;1999M06;1.263
16 País Vasco;1999M05;1.096
16 País Vasco;1999M04;583
16 País Vasco;1999M03;604
16 País Vasco;1999M02;281
16 País Vasco;1999M01;192
16 País Vasco;1998M12;325
16 País Vasco;1998M11;442
16 País Vasco;1998M10;1.244
16 País Vasco;1998M09;1.344
16 País Vasco;1998M08;901
16 País Vasco;1998M07;1.744
16 País Vasco;1998M06;1.402
16 País Vasco;1998M05;1.194
16 País Vasco;1998M04;547
16 País Vasco;1998M03;437
16 País Vasco;1998M02;277
16 País Vasco;1998M01;193
16 País Vasco;1997M12;321
16 País Vasco;1997M11;428
16 País Vasco;1997M10;976
16 País Vasco;1997M09;1.282
16 País Vasco;1997M08;924
16 País Vasco;1997M07;1.762
16 País Vasco;1997M06;1.295
16 País Vasco;1997M05;1.113
16 País Vasco;1997M04;569
16 País Vasco;1997M03;488
16 País Vasco;1997M02;196
16 País Vasco;1997M01;165
16 País Vasco;1996M12;297
16 País Vasco;1996M11;468
16 País Vasco;1996M10;893
16 País Vasco;1996M09;1.307
16 País Vasco;1996M08;857
16 País Vasco;1996M07;1.733
16 País Vasco;1996M06;1.482
16 País Vasco;1996M05;891
16 País Vasco;1996M04;450
16 País Vasco;1996M03;599
16 País Vasco;1996M02;227
16 País Vasco;1996M01;182
16 País Vasco;1995M12;347
16 País Vasco;1995M11;409
16 País Vasco;1995M10;856
16 País Vasco;1995M09;1.577
16 País Vasco;1995M08;587
16 País Vasco;1995M07;2.083
16 País Vasco;1995M06;1.277
16 País Vasco;1995M05;844
16 País Vasco;1995M04;699
16 País Vasco;1995M03;453
16 País Vasco;1995M02;263
16 País Vasco;1995M01;210
16 País Vasco;1994M12;362
16 País Vasco;1994M11;363
16 País Vasco;1994M10;997
16 País Vasco;1994M09;1.367
16 País Vasco;1994M08;635
16 País Vasco;1994M07;2.165
16 País Vasco;1994M06;1.233
16 País Vasco;1994M05;823
16 País Vasco;1994M04;589
16 País Vasco;1994M03;550
16 País Vasco;1994M02;247
16 País Vasco;1994M01;205
16 País Vasco;1993M12;366
16 País Vasco;1993M11;432
16 País Vasco;1993M10;1.085
16 País Vasco;1993M09;1.328
16 País Vasco;1993M08;637
16 País Vasco;1993M07;1.949
16 País Vasco;1993M06;1.171
16 País Vasco;1993M05;955
16 País Vasco;1993M04;584
16 País Vasco;1993M03;563
16 País Vasco;1993M02;273
16 País Vasco;1993M01;249
16 País Vasco;1992M12;420
16 País Vasco;1992M11;426
16 País Vasco;1992M10;1.185
16 País Vasco;1992M09;1.466
16 País Vasco;1992M08;1.020
16 País Vasco;1992M07;1.724
16 País Vasco;1992M06;1.248
16 País Vasco;1992M05;1.154
16 País Vasco;1992M04;602
16 País Vasco;1992M03;580
16 País Vasco;1992M02;346
16 País Vasco;1992M01;244
16 País Vasco;1991M12;424
16 País Vasco;1991M11;572
16 País Vasco;1991M10;1.076
16 País Vasco;1991M09;1.440
16 País Vasco;1991M08;928
16 País Vasco;1991M07;1.568
16 País Vasco;1991M06;1.250
16 País Vasco;1991M05;876
16 País Vasco;1991M04;660
16 País Vasco;1991M03;608
16 País Vasco;1991M02;298
16 País Vasco;1991M01;250
16 País Vasco;1990M12;546
16 País Vasco;1990M11;575
16 País Vasco;1990M10;1.158
16 País Vasco;1990M09;1.514
16 País Vasco;1990M08;761
16 País Vasco;1990M07;1.530
16 País Vasco;1990M06;1.174
16 País Vasco;1990M05;824
16 País Vasco;1990M04;685
16 País Vasco;1990M03;669
16 País Vasco;1990M02;285
16 País Vasco;1990M01;301
16 País Vasco;1989M12;564
16 País Vasco;1989M11;570
16 País Vasco;1989M10;1.104
16 País Vasco;1989M09;1.609
16 País Vasco;1989M08;670
16 País Vasco;1989M07;1.777
16 País Vasco;1989M06;905
16 País Vasco;1989M05;794
16 País Vasco;1989M04;818
16 País Vasco;1989M03;557
16 País Vasco;1989M02;302
16 País Vasco;1989M01;294
16 País Vasco;1988M12;559
16 País Vasco;1988M11;465
16 País Vasco;1988M10;1.158
16 País Vasco;1988M09;1.391
16 País Vasco;1988M08;687
16 País Vasco;1988M07;1.763
16 País Vasco;1988M06;963
16 País Vasco;1988M05;790
16 País Vasco;1988M04;695
16 País Vasco;1988M03;651
16 País Vasco;1988M02;330
16 País Vasco;1988M01;347
16 País Vasco;1987M12;482
16 País Vasco;1987M11;433
16 País Vasco;1987M10;1.211
16 País Vasco;1987M09;1.314
16 País Vasco;1987M08;1.031
16 País Vasco;1987M07;1.519
16 País Vasco;1987M06;981
16 País Vasco;1987M05;975
16 País Vasco;1987M04;629
16 País Vasco;1987M03;600
16 País Vasco;1987M02;352
16 País Vasco;1987M01;390
16 País Vasco;1986M12;507
16 País Vasco;1986M11;540
16 País Vasco;1986M10;1.087
16 País Vasco;1986M09;1.301
16 País Vasco;1986M08;1.130
16 País Vasco;1986M07;1.548
16 País Vasco;1986M06;916
16 País Vasco;1986M05;1.096
16 País Vasco;1986M04;609
16 País Vasco;1986M03;613
16 País Vasco;1986M02;326
16 País Vasco;1986M01;337
16 País Vasco;1985M12;438
16 País Vasco;1985M11;483
16 País Vasco;1985M10;926
16 País Vasco;1985M09;1.170
16 País Vasco;1985M08;1.010
16 País Vasco;1985M07;1.473
16 País Vasco;1985M06;1.144
16 País Vasco;1985M05;814
16 País Vasco;1985M04;556
16 País Vasco;1985M03;732
16 País Vasco;1985M02;340
16 País Vasco;1985M01;350
16 País Vasco;1984M12;577
16 País Vasco;1984M11;552
16 País Vasco;1984M10;1.000
16 País Vasco;1984M09;1.407
16 País Vasco;1984M08;898
16 País Vasco;1984M07;1.633
16 País Vasco;1984M06;1.130
16 País Vasco;1984M05;933
16 País Vasco;1984M04;767
16 País Vasco;1984M03;667
16 País Vasco;1984M02;399
16 País Vasco;1984M01;420
16 País Vasco;1983M12;562
16 País Vasco;1983M11;473
16 País Vasco;1983M10;1.125
16 País Vasco;1983M09;1.297
16 País Vasco;1983M08;811
16 País Vasco;1983M07;1.969
16 País Vasco;1983M06;1.002
16 País Vasco;1983M05;971
16 País Vasco;1983M04;706
16 País Vasco;1983M03;718
16 País Vasco;1983M02;393
16 País Vasco;1983M01;460
16 País Vasco;1982M12;638
16 País Vasco;1982M11;495
16 País Vasco;1982M10;1.296
16 País Vasco;1982M09;1.312
16 País Vasco;1982M08;1.018
16 País Vasco;1982M07;2.040
16 País Vasco;1982M06;1.064
16 País Vasco;1982M05;1.146
16 País Vasco;1982M04;769
16 País Vasco;1982M03;714
16 País Vasco;1982M02;462
16 País Vasco;1982M01;575
16 País Vasco;1981M12;591
16 País Vasco;1981M11;473
16 País Vasco;1981M10;1.144
16 País Vasco;1981M09;1.268
16 País Vasco;1981M08;1.290
16 País Vasco;1981M07;1.669
16 País Vasco;1981M06;929
16 País Vasco;1981M05;1.166
16 País Vasco;1981M04;683
16 País Vasco;1981M03;642
16 País Vasco;1981M02;465
16 País Vasco;1981M01;490
16 País Vasco;1980M12;717
16 País Vasco;1980M11;628
16 País Vasco;1980M10;1.119
16 País Vasco;1980M09;1.486
16 País Vasco;1980M08;1.604
16 País Vasco;1980M07;1.798
16 País Vasco;1980M06;1.148
16 País Vasco;1980M05;1.292
16 País Vasco;1980M04;663
16 País Vasco;1980M03;830
16 País Vasco;1980M02;506
16 País Vasco;1980M01;523
16 País Vasco;1979M12;965
16 País Vasco;1979M11;657
16 País Vasco;1979M10;1.349
16 País Vasco;1979M09;1.753
16 País Vasco;1979M08;1.373
16 País Vasco;1979M07;1.983
16 País Vasco;1979M06;1.319
16 País Vasco;1979M05;1.202
16 País Vasco;1979M04;1.046
16 País Vasco;1979M03;996
16 País Vasco;1979M02;538
16 País Vasco;1979M01;502
16 País Vasco;1978M12;1.056
16 País Vasco;1978M11;697
16 País Vasco;1978M10;1.288
16 País Vasco;1978M09;2.096
16 País Vasco;1978M08;1.562
16 País Vasco;1978M07;2.393
16 País Vasco;1978M06;1.253
16 País Vasco;1978M05;1.372
16 País Vasco;1978M04;1.141
16 País Vasco;1978M03;932
16 País Vasco;1978M02;580
16 País Vasco;1978M01;738
16 País Vasco;1977M12;987
16 País Vasco;1977M11;721
16 País Vasco;1977M10;1.625
16 País Vasco;1977M09;1.891
16 País Vasco;1977M08;1.884
16 País Vasco;1977M07;2.550
16 País Vasco;1977M06;1.312
16 País Vasco;1977M05;1.557
16 País Vasco;1977M04;1.211
16 País Vasco;1977M03;1.018
16 País Vasco;1977M02;599
16 País Vasco;1977M01;723
16 País Vasco;1976M12;1.044
16 País Vasco;1976M11;735
16 País Vasco;1976M10;2.028
16 País Vasco;1976M09;1.843
16 País Vasco;1976M08;1.716
16 País Vasco;1976M07;2.109
16 País Vasco;1976M06;1.303
16 País Vasco;1976M05;1.848
16 País Vasco;1976M04;1.070
16 País Vasco;1976M03;1.044
16 País Vasco;1976M02;608
16 País Vasco;1976M01;745
16 País Vasco;1975M12;1.350
16 País Vasco;1975M11;908
16 País Vasco;1975M10;1.925
16 País Vasco;1975M09;2.089
16 País Vasco;1975M08;2.381
16 País Vasco;1975M07;2.076
16 País Vasco;1975M06;1.234
16 País Vasco;1975M05;1.959
16 País Vasco;1975M04;1.227
16 País Vasco;1975M03;986
16 País Vasco;1975M02;542
16 País Vasco;1975M01;659
17 Rioja, La;2021M12;71
17 Rioja, La;2021M11;71
17 Rioja, La;2021M10;98
17 Rioja, La;2021M09;122
17 Rioja, La;2021M08;111
17 Rioja, La;2021M07;135
17 Rioja, La;2021M06;109
17 Rioja, La;2021M05;75
17 Rioja, La;2021M04;44
17 Rioja, La;2021M03;46
17 Rioja, La;2021M02;34
17 Rioja, La;2021M01;37
17 Rioja, La;2020M12;60
17 Rioja, La;2020M11;45
17 Rioja, La;2020M10;71
17 Rioja, La;2020M09;80
17 Rioja, La;2020M08;82
17 Rioja, La;2020M07;61
17 Rioja, La;2020M06;55
17 Rioja, La;2020M05;17
17 Rioja, La;2020M04;5
17 Rioja, La;2020M03;25
17 Rioja, La;2020M02;63
17 Rioja, La;2020M01;36
17 Rioja, La;2019M12;56
17 Rioja, La;2019M11;79
17 Rioja, La;2019M10;122
17 Rioja, La;2019M09;124
17 Rioja, La;2019M08;152
17 Rioja, La;2019M07;147
17 Rioja, La;2019M06;145
17 Rioja, La;2019M05;92
17 Rioja, La;2019M04;42
17 Rioja, La;2019M03;64
17 Rioja, La;2019M02;42
17 Rioja, La;2019M01;28
17 Rioja, La;2018M12;51
17 Rioja, La;2018M11;71
17 Rioja, La;2018M10;102
17 Rioja, La;2018M09;173
17 Rioja, La;2018M08;139
17 Rioja, La;2018M07;147
17 Rioja, La;2018M06;142
17 Rioja, La;2018M05;78
17 Rioja, La;2018M04;68
17 Rioja, La;2018M03;67
17 Rioja, La;2018M02;44
17 Rioja, La;2018M01;35
17 Rioja, La;2017M12;73
17 Rioja, La;2017M11;47
17 Rioja, La;2017M10;81
17 Rioja, La;2017M09;153
17 Rioja, La;2017M08;125
17 Rioja, La;2017M07;151
17 Rioja, La;2017M06;150
17 Rioja, La;2017M05;77
17 Rioja, La;2017M04;62
17 Rioja, La;2017M03;54
17 Rioja, La;2017M02;33
17 Rioja, La;2017M01;29
17 Rioja, La;2016M12;65
17 Rioja, La;2016M11;52
17 Rioja, La;2016M10;101
17 Rioja, La;2016M09;154
17 Rioja, La;2016M08;120
17 Rioja, La;2016M07;214
17 Rioja, La;2016M06;128
17 Rioja, La;2016M05;100
17 Rioja, La;2016M04;72
17 Rioja, La;2016M03;43
17 Rioja, La;2016M02;43
17 Rioja, La;2016M01;41
17 Rioja, La;2015M12;50
17 Rioja, La;2015M11;57
17 Rioja, La;2015M10;101
17 Rioja, La;2015M09;147
17 Rioja, La;2015M08;145
17 Rioja, La;2015M07;160
17 Rioja, La;2015M06;125
17 Rioja, La;2015M05;104
17 Rioja, La;2015M04;51
17 Rioja, La;2015M03;48
17 Rioja, La;2015M02;44
17 Rioja, La;2015M01;31
17 Rioja, La;2014M12;31
17 Rioja, La;2014M11;31
17 Rioja, La;2014M10;108
17 Rioja, La;2014M09;152
17 Rioja, La;2014M08;155
17 Rioja, La;2014M07;175
17 Rioja, La;2014M06;162
17 Rioja, La;2014M05;123
17 Rioja, La;2014M04;65
17 Rioja, La;2014M03;46
17 Rioja, La;2014M02;30
17 Rioja, La;2014M01;36
17 Rioja, La;2013M12;42
17 Rioja, La;2013M11;46
17 Rioja, La;2013M10;86
17 Rioja, La;2013M09;127
17 Rioja, La;2013M08;132
17 Rioja, La;2013M07;150
17 Rioja, La;2013M06;149
17 Rioja, La;2013M05;99
17 Rioja, La;2013M04;70
17 Rioja, La;2013M03;46
17 Rioja, La;2013M02;21
17 Rioja, La;2013M01;26
17 Rioja, La;2012M12;51
17 Rioja, La;2012M11;57
17 Rioja, La;2012M10;89
17 Rioja, La;2012M09;162
17 Rioja, La;2012M08;127
17 Rioja, La;2012M07;159
17 Rioja, La;2012M06;186
17 Rioja, La;2012M05;99
17 Rioja, La;2012M04;69
17 Rioja, La;2012M03;56
17 Rioja, La;2012M02;33
17 Rioja, La;2012M01;23
17 Rioja, La;2011M12;48
17 Rioja, La;2011M11;44
17 Rioja, La;2011M10;97
17 Rioja, La;2011M09;146
17 Rioja, La;2011M08;121
17 Rioja, La;2011M07;191
17 Rioja, La;2011M06;161
17 Rioja, La;2011M05;88
17 Rioja, La;2011M04;68
17 Rioja, La;2011M03;44
17 Rioja, La;2011M02;32
17 Rioja, La;2011M01;29
17 Rioja, La;2010M12;28
17 Rioja, La;2010M11;38
17 Rioja, La;2010M10;107
17 Rioja, La;2010M09;144
17 Rioja, La;2010M08;118
17 Rioja, La;2010M07;207
17 Rioja, La;2010M06;148
17 Rioja, La;2010M05;133
17 Rioja, La;2010M04;73
17 Rioja, La;2010M03;52
17 Rioja, La;2010M02;38
17 Rioja, La;2010M01;40
17 Rioja, La;2009M12;43
17 Rioja, La;2009M11;50
17 Rioja, La;2009M10;128
17 Rioja, La;2009M09;137
17 Rioja, La;2009M08;149
17 Rioja, La;2009M07;150
17 Rioja, La;2009M06;178
17 Rioja, La;2009M05;156
17 Rioja, La;2009M04;69
17 Rioja, La;2009M03;64
17 Rioja, La;2009M02;41
17 Rioja, La;2009M01;40
17 Rioja, La;2008M12;51
17 Rioja, La;2008M11;76
17 Rioja, La;2008M10;142
17 Rioja, La;2008M09;158
17 Rioja, La;2008M08;154
17 Rioja, La;2008M07;194
17 Rioja, La;2008M06;189
17 Rioja, La;2008M05;170
17 Rioja, La;2008M04;98
17 Rioja, La;2008M03;36
17 Rioja, La;2008M02;24
17 Rioja, La;2008M01;31
17 Rioja, La;2007M12;39
17 Rioja, La;2007M11;61
17 Rioja, La;2007M10;119
17 Rioja, La;2007M09;213
17 Rioja, La;2007M08;144
17 Rioja, La;2007M07;182
17 Rioja, La;2007M06;197
17 Rioja, La;2007M05;140
17 Rioja, La;2007M04;110
17 Rioja, La;2007M03;80
17 Rioja, La;2007M02;35
17 Rioja, La;2007M01;34
17 Rioja, La;2006M12;60
17 Rioja, La;2006M11;56
17 Rioja, La;2006M10;112
17 Rioja, La;2006M09;209
17 Rioja, La;2006M08;131
17 Rioja, La;2006M07;184
17 Rioja, La;2006M06;197
17 Rioja, La;2006M05;151
17 Rioja, La;2006M04;92
17 Rioja, La;2006M03;87
17 Rioja, La;2006M02;46
17 Rioja, La;2006M01;48
17 Rioja, La;2005M12;61
17 Rioja, La;2005M11;72
17 Rioja, La;2005M10;129
17 Rioja, La;2005M09;197
17 Rioja, La;2005M08;127
17 Rioja, La;2005M07;217
17 Rioja, La;2005M06;180
17 Rioja, La;2005M05;147
17 Rioja, La;2005M04;128
17 Rioja, La;2005M03;63
17 Rioja, La;2005M02;48
17 Rioja, La;2005M01;38
17 Rioja, La;2004M12;36
17 Rioja, La;2004M11;79
17 Rioja, La;2004M10;164
17 Rioja, La;2004M09;199
17 Rioja, La;2004M08;139
17 Rioja, La;2004M07;199
17 Rioja, La;2004M06;171
17 Rioja, La;2004M05;194
17 Rioja, La;2004M04;132
17 Rioja, La;2004M03;87
17 Rioja, La;2004M02;45
17 Rioja, La;2004M01;32
17 Rioja, La;2003M12;62
17 Rioja, La;2003M11;91
17 Rioja, La;2003M10;160
17 Rioja, La;2003M09;184
17 Rioja, La;2003M08;197
17 Rioja, La;2003M07;180
17 Rioja, La;2003M06;180
17 Rioja, La;2003M05;181
17 Rioja, La;2003M04;94
17 Rioja, La;2003M03;70
17 Rioja, La;2003M02;39
17 Rioja, La;2003M01;28
17 Rioja, La;2002M12;48
17 Rioja, La;2002M11;71
17 Rioja, La;2002M10;138
17 Rioja, La;2002M09;191
17 Rioja, La;2002M08;179
17 Rioja, La;2002M07;167
17 Rioja, La;2002M06;216
17 Rioja, La;2002M05;139
17 Rioja, La;2002M04;104
17 Rioja, La;2002M03;67
17 Rioja, La;2002M02;42
17 Rioja, La;2002M01;18
17 Rioja, La;2001M12;51
17 Rioja, La;2001M11;64
17 Rioja, La;2001M10;137
17 Rioja, La;2001M09;235
17 Rioja, La;2001M08;148
17 Rioja, La;2001M07;186
17 Rioja, La;2001M06;204
17 Rioja, La;2001M05;142
17 Rioja, La;2001M04;80
17 Rioja, La;2001M03;92
17 Rioja, La;2001M02;32
17 Rioja, La;2001M01;21
17 Rioja, La;2000M12;54
17 Rioja, La;2000M11;60
17 Rioja, La;2000M10;145
17 Rioja, La;2000M09;254
17 Rioja, La;2000M08;154
17 Rioja, La;2000M07;203
17 Rioja, La;2000M06;205
17 Rioja, La;2000M05;136
17 Rioja, La;2000M04;121
17 Rioja, La;2000M03;55
17 Rioja, La;2000M02;36
17 Rioja, La;2000M01;16
17 Rioja, La;1999M12;41
17 Rioja, La;1999M11;40
17 Rioja, La;1999M10;159
17 Rioja, La;1999M09;222
17 Rioja, La;1999M08;138
17 Rioja, La;1999M07;203
17 Rioja, La;1999M06;177
17 Rioja, La;1999M05;132
17 Rioja, La;1999M04;69
17 Rioja, La;1999M03;56
17 Rioja, La;1999M02;29
17 Rioja, La;1999M01;29
17 Rioja, La;1998M12;42
17 Rioja, La;1998M11;62
17 Rioja, La;1998M10;153
17 Rioja, La;1998M09;202
17 Rioja, La;1998M08;178
17 Rioja, La;1998M07;162
17 Rioja, La;1998M06;166
17 Rioja, La;1998M05;140
17 Rioja, La;1998M04;93
17 Rioja, La;1998M03;71
17 Rioja, La;1998M02;26
17 Rioja, La;1998M01;14
17 Rioja, La;1997M12;37
17 Rioja, La;1997M11;48
17 Rioja, La;1997M10;121
17 Rioja, La;1997M09;220
17 Rioja, La;1997M08;174
17 Rioja, La;1997M07;187
17 Rioja, La;1997M06;167
17 Rioja, La;1997M05;162
17 Rioja, La;1997M04;89
17 Rioja, La;1997M03;71
17 Rioja, La;1997M02;25
17 Rioja, La;1997M01;21
17 Rioja, La;1996M12;36
17 Rioja, La;1996M11;54
17 Rioja, La;1996M10;114
17 Rioja, La;1996M09;201
17 Rioja, La;1996M08;202
17 Rioja, La;1996M07;164
17 Rioja, La;1996M06;195
17 Rioja, La;1996M05;115
17 Rioja, La;1996M04;80
17 Rioja, La;1996M03;64
17 Rioja, La;1996M02;25
17 Rioja, La;1996M01;20
17 Rioja, La;1995M12;39
17 Rioja, La;1995M11;37
17 Rioja, La;1995M10;102
17 Rioja, La;1995M09;262
17 Rioja, La;1995M08;135
17 Rioja, La;1995M07;182
17 Rioja, La;1995M06;152
17 Rioja, La;1995M05;101
17 Rioja, La;1995M04;86
17 Rioja, La;1995M03;53
17 Rioja, La;1995M02;12
17 Rioja, La;1995M01;26
17 Rioja, La;1994M12;29
17 Rioja, La;1994M11;44
17 Rioja, La;1994M10;144
17 Rioja, La;1994M09;203
17 Rioja, La;1994M08;146
17 Rioja, La;1994M07;198
17 Rioja, La;1994M06;153
17 Rioja, La;1994M05;117
17 Rioja, La;1994M04;89
17 Rioja, La;1994M03;61
17 Rioja, La;1994M02;25
17 Rioja, La;1994M01;28
17 Rioja, La;1993M12;47
17 Rioja, La;1993M11;44
17 Rioja, La;1993M10;122
17 Rioja, La;1993M09;202
17 Rioja, La;1993M08;125
17 Rioja, La;1993M07;201
17 Rioja, La;1993M06;134
17 Rioja, La;1993M05;115
17 Rioja, La;1993M04;71
17 Rioja, La;1993M03;75
17 Rioja, La;1993M02;35
17 Rioja, La;1993M01;28
17 Rioja, La;1992M12;43
17 Rioja, La;1992M11;42
17 Rioja, La;1992M10;161
17 Rioja, La;1992M09;233
17 Rioja, La;1992M08;175
17 Rioja, La;1992M07;155
17 Rioja, La;1992M06;157
17 Rioja, La;1992M05;140
17 Rioja, La;1992M04;77
17 Rioja, La;1992M03;54
17 Rioja, La;1992M02;35
17 Rioja, La;1992M01;31
17 Rioja, La;1991M12;42
17 Rioja, La;1991M11;74
17 Rioja, La;1991M10;146
17 Rioja, La;1991M09;214
17 Rioja, La;1991M08;194
17 Rioja, La;1991M07;157
17 Rioja, La;1991M06;150
17 Rioja, La;1991M05;115
17 Rioja, La;1991M04;91
17 Rioja, La;1991M03;68
17 Rioja, La;1991M02;30
17 Rioja, La;1991M01;28
17 Rioja, La;1990M12;46
17 Rioja, La;1990M11;50
17 Rioja, La;1990M10;132
17 Rioja, La;1990M09;270
17 Rioja, La;1990M08;128
17 Rioja, La;1990M07;147
17 Rioja, La;1990M06;158
17 Rioja, La;1990M05;108
17 Rioja, La;1990M04;109
17 Rioja, La;1990M03;88
17 Rioja, La;1990M02;50
17 Rioja, La;1990M01;32
17 Rioja, La;1989M12;43
17 Rioja, La;1989M11;75
17 Rioja, La;1989M10;142
17 Rioja, La;1989M09;269
17 Rioja, La;1989M08;167
17 Rioja, La;1989M07;174
17 Rioja, La;1989M06;144
17 Rioja, La;1989M05;99
17 Rioja, La;1989M04;112
17 Rioja, La;1989M03;74
17 Rioja, La;1989M02;41
17 Rioja, La;1989M01;38
17 Rioja, La;1988M12;44
17 Rioja, La;1988M11;48
17 Rioja, La;1988M10;131
17 Rioja, La;1988M09;222
17 Rioja, La;1988M08;170
17 Rioja, La;1988M07;189
17 Rioja, La;1988M06;119
17 Rioja, La;1988M05;125
17 Rioja, La;1988M04;110
17 Rioja, La;1988M03;98
17 Rioja, La;1988M02;47
17 Rioja, La;1988M01;36
17 Rioja, La;1987M12;50
17 Rioja, La;1987M11;53
17 Rioja, La;1987M10;167
17 Rioja, La;1987M09;240
17 Rioja, La;1987M08;209
17 Rioja, La;1987M07;138
17 Rioja, La;1987M06;132
17 Rioja, La;1987M05;168
17 Rioja, La;1987M04;88
17 Rioja, La;1987M03;77
17 Rioja, La;1987M02;44
17 Rioja, La;1987M01;54
17 Rioja, La;1986M12;57
17 Rioja, La;1986M11;57
17 Rioja, La;1986M10;129
17 Rioja, La;1986M09;196
17 Rioja, La;1986M08;201
17 Rioja, La;1986M07;159
17 Rioja, La;1986M06;152
17 Rioja, La;1986M05;163
17 Rioja, La;1986M04;80
17 Rioja, La;1986M03;81
17 Rioja, La;1986M02;35
17 Rioja, La;1986M01;47
17 Rioja, La;1985M12;37
17 Rioja, La;1985M11;57
17 Rioja, La;1985M10;119
17 Rioja, La;1985M09;203
17 Rioja, La;1985M08;230
17 Rioja, La;1985M07;169
17 Rioja, La;1985M06;144
17 Rioja, La;1985M05;109
17 Rioja, La;1985M04;67
17 Rioja, La;1985M03;118
17 Rioja, La;1985M02;27
17 Rioja, La;1985M01;45
17 Rioja, La;1984M12;58
17 Rioja, La;1984M11;65
17 Rioja, La;1984M10;119
17 Rioja, La;1984M09;253
17 Rioja, La;1984M08;153
17 Rioja, La;1984M07;176
17 Rioja, La;1984M06;158
17 Rioja, La;1984M05;154
17 Rioja, La;1984M04;95
17 Rioja, La;1984M03;102
17 Rioja, La;1984M02;47
17 Rioja, La;1984M01;39
17 Rioja, La;1983M12;58
17 Rioja, La;1983M11;53
17 Rioja, La;1983M10;142
17 Rioja, La;1983M09;197
17 Rioja, La;1983M08;197
17 Rioja, La;1983M07;213
17 Rioja, La;1983M06;125
17 Rioja, La;1983M05;122
17 Rioja, La;1983M04;106
17 Rioja, La;1983M03;78
17 Rioja, La;1983M02;32
17 Rioja, La;1983M01;42
17 Rioja, La;1982M12;61
17 Rioja, La;1982M11;60
17 Rioja, La;1982M10;123
17 Rioja, La;1982M09;165
17 Rioja, La;1982M08;157
17 Rioja, La;1982M07;173
17 Rioja, La;1982M06;127
17 Rioja, La;1982M05;131
17 Rioja, La;1982M04;84
17 Rioja, La;1982M03;68
17 Rioja, La;1982M02;34
17 Rioja, La;1982M01;25
17 Rioja, La;1981M12;51
17 Rioja, La;1981M11;58
17 Rioja, La;1981M10;109
17 Rioja, La;1981M09;166
17 Rioja, La;1981M08;187
17 Rioja, La;1981M07;144
17 Rioja, La;1981M06;129
17 Rioja, La;1981M05;156
17 Rioja, La;1981M04;83
17 Rioja, La;1981M03;76
17 Rioja, La;1981M02;45
17 Rioja, La;1981M01;41
17 Rioja, La;1980M12;59
17 Rioja, La;1980M11;56
17 Rioja, La;1980M10;119
17 Rioja, La;1980M09;188
17 Rioja, La;1980M08;222
17 Rioja, La;1980M07;185
17 Rioja, La;1980M06;158
17 Rioja, La;1980M05;145
17 Rioja, La;1980M04;92
17 Rioja, La;1980M03;123
17 Rioja, La;1980M02;47
17 Rioja, La;1980M01;55
17 Rioja, La;1979M12;90
17 Rioja, La;1979M11;78
17 Rioja, La;1979M10;152
17 Rioja, La;1979M09;282
17 Rioja, La;1979M08;239
17 Rioja, La;1979M07;231
17 Rioja, La;1979M06;153
17 Rioja, La;1979M05;141
17 Rioja, La;1979M04;160
17 Rioja, La;1979M03;115
17 Rioja, La;1979M02;34
17 Rioja, La;1979M01;74
17 Rioja, La;1978M12;70
17 Rioja, La;1978M11;72
17 Rioja, La;1978M10;159
17 Rioja, La;1978M09;255
17 Rioja, La;1978M08;211
17 Rioja, La;1978M07;277
17 Rioja, La;1978M06;134
17 Rioja, La;1978M05;173
17 Rioja, La;1978M04;133
17 Rioja, La;1978M03;94
17 Rioja, La;1978M02;52
17 Rioja, La;1978M01;59
17 Rioja, La;1977M12;80
17 Rioja, La;1977M11;68
17 Rioja, La;1977M10;157
17 Rioja, La;1977M09;211
17 Rioja, La;1977M08;223
17 Rioja, La;1977M07;250
17 Rioja, La;1977M06;148
17 Rioja, La;1977M05;170
17 Rioja, La;1977M04;125
17 Rioja, La;1977M03;123
17 Rioja, La;1977M02;56
17 Rioja, La;1977M01;70
17 Rioja, La;1976M12;88
17 Rioja, La;1976M11;72
17 Rioja, La;1976M10;176
17 Rioja, La;1976M09;214
17 Rioja, La;1976M08;203
17 Rioja, La;1976M07;212
17 Rioja, La;1976M06;145
17 Rioja, La;1976M05;158
17 Rioja, La;1976M04;119
17 Rioja, La;1976M03;103
17 Rioja, La;1976M02;42
17 Rioja, La;1976M01;60
17 Rioja, La;1975M12;151
17 Rioja, La;1975M11;108
17 Rioja, La;1975M10;163
17 Rioja, La;1975M09;230
17 Rioja, La;1975M08;217
