Comunidades y Ciudades Autónomas;Periodo;Total
03 Asturias, Principado de;1983M07;771
03 Asturias, Principado de;1983M06;468
03 Asturias, Principado de;1983M05;443
03 Asturias, Principado de;1983M04;438
03 Asturias, Principado de;1983M03;458
03 Asturias, Principado de;1983M02;314
03 Asturias, Principado de;1983M01;335
03 Asturias, Principado de;1982M12;470
03 Asturias, Principado de;1982M11;347
03 Asturias, Principado de;1982M10;650
03 Asturias, Principado de;1982M09;702
03 Asturias, Principado de;1982M08;715
03 Asturias, Principado de;1982M07;675
03 Asturias, Principado de;1982M06;465
03 Asturias, Principado de;1982M05;611
03 Asturias, Principado de;1982M04;438
03 Asturias, Principado de;1982M03;435
03 Asturias, Principado de;1982M02;300
03 Asturias, Principado de;1982M01;317
03 Asturias, Principado de;1981M12;427
03 Asturias, Principado de;1981M11;337
03 Asturias, Principado de;1981M10;617
03 Asturias, Principado de;1981M09;618
03 Asturias, Principado de;1981M08;743
03 Asturias, Principado de;1981M07;607
03 Asturias, Principado de;1981M06;475
03 Asturias, Principado de;1981M05;589
03 Asturias, Principado de;1981M04;409
03 Asturias, Principado de;1981M03;436
03 Asturias, Principado de;1981M02;290
03 Asturias, Principado de;1981M01;342
03 Asturias, Principado de;1980M12;532
03 Asturias, Principado de;1980M11;454
03 Asturias, Principado de;1980M10;563
03 Asturias, Principado de;1980M09;693
03 Asturias, Principado de;1980M08;890
03 Asturias, Principado de;1980M07;738
03 Asturias, Principado de;1980M06;599
03 Asturias, Principado de;1980M05;531
03 Asturias, Principado de;1980M04;484
03 Asturias, Principado de;1980M03;553
03 Asturias, Principado de;1980M02;365
03 Asturias, Principado de;1980M01;394
03 Asturias, Principado de;1979M12;654
03 Asturias, Principado de;1979M11;406
03 Asturias, Principado de;1979M10;641
03 Asturias, Principado de;1979M09;880
03 Asturias, Principado de;1979M08;837
03 Asturias, Principado de;1979M07;800
03 Asturias, Principado de;1979M06;689
03 Asturias, Principado de;1979M05;558
03 Asturias, Principado de;1979M04;564
03 Asturias, Principado de;1979M03;543
03 Asturias, Principado de;1979M02;351
03 Asturias, Principado de;1979M01;421
03 Asturias, Principado de;1978M12;684
03 Asturias, Principado de;1978M11;464
03 Asturias, Principado de;1978M10;687
03 Asturias, Principado de;1978M09;869
03 Asturias, Principado de;1978M08;840
03 Asturias, Principado de;1978M07;936
03 Asturias, Principado de;1978M06;585
03 Asturias, Principado de;1978M05;633
03 Asturias, Principado de;1978M04;629
03 Asturias, Principado de;1978M03;537
03 Asturias, Principado de;1978M02;353
03 Asturias, Principado de;1978M01;488
03 Asturias, Principado de;1977M12;636
03 Asturias, Principado de;1977M11;473
03 Asturias, Principado de;1977M10;780
03 Asturias, Principado de;1977M09;814
03 Asturias, Principado de;1977M08;878
03 Asturias, Principado de;1977M07;958
03 Asturias, Principado de;1977M06;600
03 Asturias, Principado de;1977M05;658
03 Asturias, Principado de;1977M04;586
03 Asturias, Principado de;1977M03;639
03 Asturias, Principado de;1977M02;389
03 Asturias, Principado de;1977M01;528
03 Asturias, Principado de;1976M12;618
03 Asturias, Principado de;1976M11;442
03 Asturias, Principado de;1976M10;910
03 Asturias, Principado de;1976M09;763
03 Asturias, Principado de;1976M08;928
03 Asturias, Principado de;1976M07;827
03 Asturias, Principado de;1976M06;631
03 Asturias, Principado de;1976M05;735
03 Asturias, Principado de;1976M04;552
03 Asturias, Principado de;1976M03;600
03 Asturias, Principado de;1976M02;425
03 Asturias, Principado de;1976M01;446
03 Asturias, Principado de;1975M12;729
03 Asturias, Principado de;1975M11;539
03 Asturias, Principado de;1975M10;802
03 Asturias, Principado de;1975M09;862
03 Asturias, Principado de;1975M08;1.012
03 Asturias, Principado de;1975M07;812
03 Asturias, Principado de;1975M06;641
03 Asturias, Principado de;1975M05;770
03 Asturias, Principado de;1975M04;539
03 Asturias, Principado de;1975M03;684
03 Asturias, Principado de;1975M02;417
03 Asturias, Principado de;1975M01;455
04 Balears, Illes;2021M12;217
04 Balears, Illes;2021M11;377
04 Balears, Illes;2021M10;537
04 Balears, Illes;2021M09;548
04 Balears, Illes;2021M08;265
04 Balears, Illes;2021M07;551
04 Balears, Illes;2021M06;453
04 Balears, Illes;2021M05;384
04 Balears, Illes;2021M04;241
04 Balears, Illes;2021M03;231
04 Balears, Illes;2021M02;214
04 Balears, Illes;2021M01;148
04 Balears, Illes;2020M12;231
04 Balears, Illes;2020M11;258
04 Balears, Illes;2020M10;408
04 Balears, Illes;2020M09;432
04 Balears, Illes;2020M08;244
04 Balears, Illes;2020M07;424
04 Balears, Illes;2020M06;203
04 Balears, Illes;2020M05;30
04 Balears, Illes;2020M04;12
04 Balears, Illes;2020M03;131
04 Balears, Illes;2020M02;267
04 Balears, Illes;2020M01;207
04 Balears, Illes;2019M12;238
04 Balears, Illes;2019M11;436
04 Balears, Illes;2019M10;570
04 Balears, Illes;2019M09;707
04 Balears, Illes;2019M08;383
04 Balears, Illes;2019M07;514
04 Balears, Illes;2019M06;539
04 Balears, Illes;2019M05;505
04 Balears, Illes;2019M04;323
04 Balears, Illes;2019M03;281
04 Balears, Illes;2019M02;230
04 Balears, Illes;2019M01;154
04 Balears, Illes;2018M12;249
04 Balears, Illes;2018M11;429
04 Balears, Illes;2018M10;482
04 Balears, Illes;2018M09;680
04 Balears, Illes;2018M08;373
04 Balears, Illes;2018M07;444
04 Balears, Illes;2018M06;585
04 Balears, Illes;2018M05;423
04 Balears, Illes;2018M04;319
04 Balears, Illes;2018M03;258
04 Balears, Illes;2018M02;221
04 Balears, Illes;2018M01;152
04 Balears, Illes;2017M12;254
04 Balears, Illes;2017M11;397
04 Balears, Illes;2017M10;496
04 Balears, Illes;2017M09;710
04 Balears, Illes;2017M08;339
04 Balears, Illes;2017M07;495
04 Balears, Illes;2017M06;545
04 Balears, Illes;2017M05;385
04 Balears, Illes;2017M04;312
04 Balears, Illes;2017M03;259
04 Balears, Illes;2017M02;217
04 Balears, Illes;2017M01;161
04 Balears, Illes;2016M12;244
04 Balears, Illes;2016M11;380
04 Balears, Illes;2016M10;559
04 Balears, Illes;2016M09;686
04 Balears, Illes;2016M08;332
04 Balears, Illes;2016M07;569
04 Balears, Illes;2016M06;477
04 Balears, Illes;2016M05;384
04 Balears, Illes;2016M04;353
04 Balears, Illes;2016M03;233
04 Balears, Illes;2016M02;194
04 Balears, Illes;2016M01;182
04 Balears, Illes;2015M12;207
04 Balears, Illes;2015M11;334
04 Balears, Illes;2015M10;545
04 Balears, Illes;2015M09;688
04 Balears, Illes;2015M08;382
04 Balears, Illes;2015M07;531
04 Balears, Illes;2015M06;479
04 Balears, Illes;2015M05;433
04 Balears, Illes;2015M04;290
04 Balears, Illes;2015M03;237
04 Balears, Illes;2015M02;206
04 Balears, Illes;2015M01;164
04 Balears, Illes;2014M12;187
04 Balears, Illes;2014M11;278
04 Balears, Illes;2014M10;448
04 Balears, Illes;2014M09;530
04 Balears, Illes;2014M08;382
04 Balears, Illes;2014M07;513
04 Balears, Illes;2014M06;538
04 Balears, Illes;2014M05;415
04 Balears, Illes;2014M04;253
04 Balears, Illes;2014M03;198
04 Balears, Illes;2014M02;222
04 Balears, Illes;2014M01;140
04 Balears, Illes;2013M12;216
04 Balears, Illes;2013M11;281
04 Balears, Illes;2013M10;367
04 Balears, Illes;2013M09;563
04 Balears, Illes;2013M08;370
04 Balears, Illes;2013M07;452
04 Balears, Illes;2013M06;476
04 Balears, Illes;2013M05;387
04 Balears, Illes;2013M04;312
04 Balears, Illes;2013M03;198
04 Balears, Illes;2013M02;177
04 Balears, Illes;2013M01;143
04 Balears, Illes;2012M12;225
04 Balears, Illes;2012M11;320
04 Balears, Illes;2012M10;400
04 Balears, Illes;2012M09;581
04 Balears, Illes;2012M08;339
04 Balears, Illes;2012M07;422
04 Balears, Illes;2012M06;543
04 Balears, Illes;2012M05;328
04 Balears, Illes;2012M04;227
04 Balears, Illes;2012M03;235
04 Balears, Illes;2012M02;182
04 Balears, Illes;2012M01;123
04 Balears, Illes;2011M12;200
04 Balears, Illes;2011M11;246
04 Balears, Illes;2011M10;390
04 Balears, Illes;2011M09;573
04 Balears, Illes;2011M08;315
04 Balears, Illes;2011M07;544
04 Balears, Illes;2011M06;501
04 Balears, Illes;2011M05;373
04 Balears, Illes;2011M04;296
04 Balears, Illes;2011M03;230
04 Balears, Illes;2011M02;175
04 Balears, Illes;2011M01;107
04 Balears, Illes;2010M12;172
04 Balears, Illes;2010M11;249
04 Balears, Illes;2010M10;445
04 Balears, Illes;2010M09;541
04 Balears, Illes;2010M08;328
04 Balears, Illes;2010M07;530
04 Balears, Illes;2010M06;449
04 Balears, Illes;2010M05;410
04 Balears, Illes;2010M04;280
04 Balears, Illes;2010M03;219
04 Balears, Illes;2010M02;157
04 Balears, Illes;2010M01;167
04 Balears, Illes;2009M12;185
04 Balears, Illes;2009M11;264
04 Balears, Illes;2009M10;461
04 Balears, Illes;2009M09;625
04 Balears, Illes;2009M08;371
04 Balears, Illes;2009M07;536
04 Balears, Illes;2009M06;484
04 Balears, Illes;2009M05;406
04 Balears, Illes;2009M04;271
04 Balears, Illes;2009M03;233
04 Balears, Illes;2009M02;188
04 Balears, Illes;2009M01;127
04 Balears, Illes;2008M12;185
04 Balears, Illes;2008M11;243
04 Balears, Illes;2008M10;418
04 Balears, Illes;2008M09;552
04 Balears, Illes;2008M08;365
04 Balears, Illes;2008M07;407
04 Balears, Illes;2008M06;503
04 Balears, Illes;2008M05;526
04 Balears, Illes;2008M04;306
04 Balears, Illes;2008M03;248
04 Balears, Illes;2008M02;218
04 Balears, Illes;2008M01;167
04 Balears, Illes;2007M12;269
04 Balears, Illes;2007M11;322
04 Balears, Illes;2007M10;471
04 Balears, Illes;2007M09;632
04 Balears, Illes;2007M08;319
04 Balears, Illes;2007M07;463
04 Balears, Illes;2007M06;535
04 Balears, Illes;2007M05;438
04 Balears, Illes;2007M04;302
04 Balears, Illes;2007M03;302
04 Balears, Illes;2007M02;160
04 Balears, Illes;2007M01;132
04 Balears, Illes;2006M12;216
04 Balears, Illes;2006M11;265
04 Balears, Illes;2006M10;409
04 Balears, Illes;2006M09;697
04 Balears, Illes;2006M08;332
04 Balears, Illes;2006M07;483
04 Balears, Illes;2006M06;471
04 Balears, Illes;2006M05;431
04 Balears, Illes;2006M04;351
04 Balears, Illes;2006M03;279
04 Balears, Illes;2006M02;178
04 Balears, Illes;2006M01;148
04 Balears, Illes;2005M12;211
04 Balears, Illes;2005M11;298
04 Balears, Illes;2005M10;507
04 Balears, Illes;2005M09;610
04 Balears, Illes;2005M08;294
04 Balears, Illes;2005M07;474
04 Balears, Illes;2005M06;452
04 Balears, Illes;2005M05;450
04 Balears, Illes;2005M04;369
04 Balears, Illes;2005M03;239
04 Balears, Illes;2005M02;203
04 Balears, Illes;2005M01;160
04 Balears, Illes;2004M12;233
04 Balears, Illes;2004M11;289
04 Balears, Illes;2004M10;543
04 Balears, Illes;2004M09;632
04 Balears, Illes;2004M08;352
04 Balears, Illes;2004M07;483
04 Balears, Illes;2004M06;488
04 Balears, Illes;2004M05;508
04 Balears, Illes;2004M04;340
04 Balears, Illes;2004M03;298
04 Balears, Illes;2004M02;219
04 Balears, Illes;2004M01;170
04 Balears, Illes;2003M12;236
04 Balears, Illes;2003M11;410
04 Balears, Illes;2003M10;546
04 Balears, Illes;2003M09;634
04 Balears, Illes;2003M08;411
04 Balears, Illes;2003M07;427
04 Balears, Illes;2003M06;430
04 Balears, Illes;2003M05;535
04 Balears, Illes;2003M04;325
04 Balears, Illes;2003M03;311
04 Balears, Illes;2003M02;215
04 Balears, Illes;2003M01;171
04 Balears, Illes;2002M12;341
04 Balears, Illes;2002M11;411
04 Balears, Illes;2002M10;556
04 Balears, Illes;2002M09;572
04 Balears, Illes;2002M08;421
04 Balears, Illes;2002M07;406
04 Balears, Illes;2002M06;464
04 Balears, Illes;2002M05;441
04 Balears, Illes;2002M04;336
04 Balears, Illes;2002M03;295
04 Balears, Illes;2002M02;207
04 Balears, Illes;2002M01;131
04 Balears, Illes;2001M12;361
04 Balears, Illes;2001M11;380
04 Balears, Illes;2001M10;465
04 Balears, Illes;2001M09;627
04 Balears, Illes;2001M08;274
04 Balears, Illes;2001M07;348
04 Balears, Illes;2001M06;461
04 Balears, Illes;2001M05;394
04 Balears, Illes;2001M04;323
04 Balears, Illes;2001M03;351
04 Balears, Illes;2001M02;194
04 Balears, Illes;2001M01;148
04 Balears, Illes;2000M12;363
04 Balears, Illes;2000M11;412
04 Balears, Illes;2000M10;488
04 Balears, Illes;2000M09;663
04 Balears, Illes;2000M08;287
04 Balears, Illes;2000M07;417
04 Balears, Illes;2000M06;391
04 Balears, Illes;2000M05;425
04 Balears, Illes;2000M04;371
04 Balears, Illes;2000M03;292
04 Balears, Illes;2000M02;196
04 Balears, Illes;2000M01;194
04 Balears, Illes;1999M12;371
04 Balears, Illes;1999M11;391
04 Balears, Illes;1999M10;570
04 Balears, Illes;1999M09;558
04 Balears, Illes;1999M08;310
04 Balears, Illes;1999M07;435
04 Balears, Illes;1999M06;368
04 Balears, Illes;1999M05;463
04 Balears, Illes;1999M04;321
04 Balears, Illes;1999M03;317
04 Balears, Illes;1999M02;213
04 Balears, Illes;1999M01;186
04 Balears, Illes;1998M12;346
04 Balears, Illes;1998M11;428
04 Balears, Illes;1998M10;558
04 Balears, Illes;1998M09;525
04 Balears, Illes;1998M08;383
04 Balears, Illes;1998M07;350
04 Balears, Illes;1998M06;314
04 Balears, Illes;1998M05;440
04 Balears, Illes;1998M04;329
04 Balears, Illes;1998M03;309
04 Balears, Illes;1998M02;238
04 Balears, Illes;1998M01;182
04 Balears, Illes;1997M12;329
04 Balears, Illes;1997M11;426
04 Balears, Illes;1997M10;438
04 Balears, Illes;1997M09;503
04 Balears, Illes;1997M08;362
04 Balears, Illes;1997M07;330
04 Balears, Illes;1997M06;329
04 Balears, Illes;1997M05;422
04 Balears, Illes;1997M04;309
04 Balears, Illes;1997M03;291
04 Balears, Illes;1997M02;171
04 Balears, Illes;1997M01;206
04 Balears, Illes;1996M12;372
04 Balears, Illes;1996M11;432
04 Balears, Illes;1996M10;448
04 Balears, Illes;1996M09;499
04 Balears, Illes;1996M08;323
04 Balears, Illes;1996M07;302
04 Balears, Illes;1996M06;356
04 Balears, Illes;1996M05;344
04 Balears, Illes;1996M04;309
04 Balears, Illes;1996M03;373
04 Balears, Illes;1996M02;212
04 Balears, Illes;1996M01;173
04 Balears, Illes;1995M12;402
04 Balears, Illes;1995M11;376
04 Balears, Illes;1995M10;405
04 Balears, Illes;1995M09;544
04 Balears, Illes;1995M08;223
04 Balears, Illes;1995M07;320
04 Balears, Illes;1995M06;319
04 Balears, Illes;1995M05;340
04 Balears, Illes;1995M04;425
04 Balears, Illes;1995M03;287
04 Balears, Illes;1995M02;261
04 Balears, Illes;1995M01;198
04 Balears, Illes;1994M12;366
04 Balears, Illes;1994M11;380
04 Balears, Illes;1994M10;506
04 Balears, Illes;1994M09;530
04 Balears, Illes;1994M08;274
04 Balears, Illes;1994M07;376
04 Balears, Illes;1994M06;343
04 Balears, Illes;1994M05;347
04 Balears, Illes;1994M04;372
04 Balears, Illes;1994M03;294
04 Balears, Illes;1994M02;206
04 Balears, Illes;1994M01;221
04 Balears, Illes;1993M12;391
04 Balears, Illes;1993M11;375
04 Balears, Illes;1993M10;448
04 Balears, Illes;1993M09;512
04 Balears, Illes;1993M08;278
04 Balears, Illes;1993M07;353
04 Balears, Illes;1993M06;278
04 Balears, Illes;1993M05;401
04 Balears, Illes;1993M04;316
04 Balears, Illes;1993M03;287
04 Balears, Illes;1993M02;252
04 Balears, Illes;1993M01;199
04 Balears, Illes;1992M12;390
04 Balears, Illes;1992M11;358
04 Balears, Illes;1992M10;469
04 Balears, Illes;1992M09;538
04 Balears, Illes;1992M08;316
04 Balears, Illes;1992M07;314
04 Balears, Illes;1992M06;339
04 Balears, Illes;1992M05;494
04 Balears, Illes;1992M04;346
04 Balears, Illes;1992M03;315
04 Balears, Illes;1992M02;262
04 Balears, Illes;1992M01;195
04 Balears, Illes;1991M12;409
04 Balears, Illes;1991M11;397
04 Balears, Illes;1991M10;448
04 Balears, Illes;1991M09;525
04 Balears, Illes;1991M08;352
04 Balears, Illes;1991M07;332
04 Balears, Illes;1991M06;354
04 Balears, Illes;1991M05;378
04 Balears, Illes;1991M04;376
04 Balears, Illes;1991M03;354
04 Balears, Illes;1991M02;230
04 Balears, Illes;1991M01;258
04 Balears, Illes;1990M12;504
04 Balears, Illes;1990M11;426
04 Balears, Illes;1990M10;443
04 Balears, Illes;1990M09;538
04 Balears, Illes;1990M08;288
04 Balears, Illes;1990M07;292
04 Balears, Illes;1990M06;356
04 Balears, Illes;1990M05;407
04 Balears, Illes;1990M04;372
04 Balears, Illes;1990M03;435
04 Balears, Illes;1990M02;279
04 Balears, Illes;1990M01;266
04 Balears, Illes;1989M12;539
04 Balears, Illes;1989M11;423
04 Balears, Illes;1989M10;421
04 Balears, Illes;1989M09;523
04 Balears, Illes;1989M08;303
04 Balears, Illes;1989M07;357
04 Balears, Illes;1989M06;344
04 Balears, Illes;1989M05;361
04 Balears, Illes;1989M04;487
04 Balears, Illes;1989M03;369
04 Balears, Illes;1989M02;305
04 Balears, Illes;1989M01;308
04 Balears, Illes;1988M12;492
04 Balears, Illes;1988M11;435
04 Balears, Illes;1988M10;434
04 Balears, Illes;1988M09;422
04 Balears, Illes;1988M08;277
04 Balears, Illes;1988M07;379
04 Balears, Illes;1988M06;346
04 Balears, Illes;1988M05;353
04 Balears, Illes;1988M04;409
04 Balears, Illes;1988M03;379
04 Balears, Illes;1988M02;299
04 Balears, Illes;1988M01;332
04 Balears, Illes;1987M12;473
04 Balears, Illes;1987M11;395
04 Balears, Illes;1987M10;437
04 Balears, Illes;1987M09;430
04 Balears, Illes;1987M08;324
04 Balears, Illes;1987M07;336
04 Balears, Illes;1987M06;271
04 Balears, Illes;1987M05;401
04 Balears, Illes;1987M04;329
04 Balears, Illes;1987M03;344
04 Balears, Illes;1987M02;268
04 Balears, Illes;1987M01;296
04 Balears, Illes;1986M12;433
04 Balears, Illes;1986M11;408
04 Balears, Illes;1986M10;415
04 Balears, Illes;1986M09;395
04 Balears, Illes;1986M08;339
04 Balears, Illes;1986M07;303
04 Balears, Illes;1986M06;303
04 Balears, Illes;1986M05;390
04 Balears, Illes;1986M04;362
04 Balears, Illes;1986M03;349
04 Balears, Illes;1986M02;227
04 Balears, Illes;1986M01;240
04 Balears, Illes;1985M12;389
04 Balears, Illes;1985M11;383
04 Balears, Illes;1985M10;388
04 Balears, Illes;1985M09;368
04 Balears, Illes;1985M08;344
04 Balears, Illes;1985M07;290
04 Balears, Illes;1985M06;306
04 Balears, Illes;1985M05;319
04 Balears, Illes;1985M04;285
04 Balears, Illes;1985M03;417
04 Balears, Illes;1985M02;254
04 Balears, Illes;1985M01;271
04 Balears, Illes;1984M12;449
04 Balears, Illes;1984M11;333
04 Balears, Illes;1984M10;401
04 Balears, Illes;1984M09;411
04 Balears, Illes;1984M08;326
04 Balears, Illes;1984M07;271
04 Balears, Illes;1984M06;324
04 Balears, Illes;1984M05;325
04 Balears, Illes;1984M04;326
04 Balears, Illes;1984M03;383
04 Balears, Illes;1984M02;251
04 Balears, Illes;1984M01;282
04 Balears, Illes;1983M12;429
04 Balears, Illes;1983M11;337
04 Balears, Illes;1983M10;424
04 Balears, Illes;1983M09;349
04 Balears, Illes;1983M08;278
04 Balears, Illes;1983M07;328
04 Balears, Illes;1983M06;306
04 Balears, Illes;1983M05;322
04 Balears, Illes;1983M04;362
04 Balears, Illes;1983M03;339
04 Balears, Illes;1983M02;272
04 Balears, Illes;1983M01;282
04 Balears, Illes;1982M12;410
04 Balears, Illes;1982M11;321
04 Balears, Illes;1982M10;355
04 Balears, Illes;1982M09;359
04 Balears, Illes;1982M08;284
04 Balears, Illes;1982M07;328
04 Balears, Illes;1982M06;275
04 Balears, Illes;1982M05;313
04 Balears, Illes;1982M04;279
04 Balears, Illes;1982M03;262
04 Balears, Illes;1982M02;268
04 Balears, Illes;1982M01;294
04 Balears, Illes;1981M12;367
04 Balears, Illes;1981M11;296
04 Balears, Illes;1981M10;336
04 Balears, Illes;1981M09;309
04 Balears, Illes;1981M08;301
04 Balears, Illes;1981M07;237
04 Balears, Illes;1981M06;252
04 Balears, Illes;1981M05;323
04 Balears, Illes;1981M04;288
04 Balears, Illes;1981M03;278
04 Balears, Illes;1981M02;259
04 Balears, Illes;1981M01;238
04 Balears, Illes;1980M12;449
04 Balears, Illes;1980M11;259
04 Balears, Illes;1980M10;349
04 Balears, Illes;1980M09;358
04 Balears, Illes;1980M08;327
04 Balears, Illes;1980M07;315
04 Balears, Illes;1980M06;272
04 Balears, Illes;1980M05;390
04 Balears, Illes;1980M04;282
04 Balears, Illes;1980M03;370
04 Balears, Illes;1980M02;250
04 Balears, Illes;1980M01;261
04 Balears, Illes;1979M12;508
04 Balears, Illes;1979M11;374
04 Balears, Illes;1979M10;450
04 Balears, Illes;1979M09;435
04 Balears, Illes;1979M08;198
04 Balears, Illes;1979M07;301
04 Balears, Illes;1979M06;367
04 Balears, Illes;1979M05;325
04 Balears, Illes;1979M04;335
04 Balears, Illes;1979M03;394
04 Balears, Illes;1979M02;291
04 Balears, Illes;1979M01;388
04 Balears, Illes;1978M12;429
04 Balears, Illes;1978M11;374
04 Balears, Illes;1978M10;377
04 Balears, Illes;1978M09;398
04 Balears, Illes;1978M08;307
04 Balears, Illes;1978M07;360
04 Balears, Illes;1978M06;305
04 Balears, Illes;1978M05;375
04 Balears, Illes;1978M04;440
04 Balears, Illes;1978M03;341
04 Balears, Illes;1978M02;295
04 Balears, Illes;1978M01;328
04 Balears, Illes;1977M12;425
04 Balears, Illes;1977M11;383
04 Balears, Illes;1977M10;475
04 Balears, Illes;1977M09;440
04 Balears, Illes;1977M08;297
04 Balears, Illes;1977M07;318
04 Balears, Illes;1977M06;288
04 Balears, Illes;1977M05;380
04 Balears, Illes;1977M04;367
04 Balears, Illes;1977M03;415
04 Balears, Illes;1977M02;315
04 Balears, Illes;1977M01;396
04 Balears, Illes;1976M12;474
04 Balears, Illes;1976M11;378
04 Balears, Illes;1976M10;506
04 Balears, Illes;1976M09;447
04 Balears, Illes;1976M08;334
04 Balears, Illes;1976M07;311
04 Balears, Illes;1976M06;331
04 Balears, Illes;1976M05;444
04 Balears, Illes;1976M04;406
04 Balears, Illes;1976M03;409
04 Balears, Illes;1976M02;355
04 Balears, Illes;1976M01;323
04 Balears, Illes;1975M12;540
04 Balears, Illes;1975M11;522
04 Balears, Illes;1975M10;508
04 Balears, Illes;1975M09;390
04 Balears, Illes;1975M08;377
04 Balears, Illes;1975M07;329
04 Balears, Illes;1975M06;356
04 Balears, Illes;1975M05;456
04 Balears, Illes;1975M04;414
04 Balears, Illes;1975M03;389
04 Balears, Illes;1975M02;333
04 Balears, Illes;1975M01;345
05 Canarias;2021M12;456
05 Canarias;2021M11;605
05 Canarias;2021M10;809
05 Canarias;2021M09;766
05 Canarias;2021M08;428
05 Canarias;2021M07;819
05 Canarias;2021M06;612
05 Canarias;2021M05;520
05 Canarias;2021M04;437
05 Canarias;2021M03;392
05 Canarias;2021M02;363
05 Canarias;2021M01;273
05 Canarias;2020M12;399
05 Canarias;2020M11;493
05 Canarias;2020M10;648
05 Canarias;2020M09;584
05 Canarias;2020M08;338
05 Canarias;2020M07;645
05 Canarias;2020M06;377
05 Canarias;2020M05;36
05 Canarias;2020M04;9
05 Canarias;2020M03;239
05 Canarias;2020M02;502
05 Canarias;2020M01;338
05 Canarias;2019M12;381
05 Canarias;2019M11;668
05 Canarias;2019M10;867
05 Canarias;2019M09;990
05 Canarias;2019M08;571
05 Canarias;2019M07;862
05 Canarias;2019M06;717
05 Canarias;2019M05;667
05 Canarias;2019M04;490
05 Canarias;2019M03;501
05 Canarias;2019M02;390
05 Canarias;2019M01;284
05 Canarias;2018M12;426
05 Canarias;2018M11;676
05 Canarias;2018M10;741
05 Canarias;2018M09;1.052
05 Canarias;2018M08;633
05 Canarias;2018M07;854
05 Canarias;2018M06;843
05 Canarias;2018M05;581
05 Canarias;2018M04;571
05 Canarias;2018M03;411
05 Canarias;2018M02;342
05 Canarias;2018M01;268
05 Canarias;2017M12;461
05 Canarias;2017M11;565
05 Canarias;2017M10;745
05 Canarias;2017M09;1.028
05 Canarias;2017M08;516
05 Canarias;2017M07;978
05 Canarias;2017M06;766
05 Canarias;2017M05;631
05 Canarias;2017M04;447
05 Canarias;2017M03;461
05 Canarias;2017M02;348
05 Canarias;2017M01;290
05 Canarias;2016M12;434
05 Canarias;2016M11;537
05 Canarias;2016M10;803
05 Canarias;2016M09;941
05 Canarias;2016M08;526
05 Canarias;2016M07;974
05 Canarias;2016M06;699
05 Canarias;2016M05;575
05 Canarias;2016M04;581
05 Canarias;2016M03;342
05 Canarias;2016M02;369
05 Canarias;2016M01;277
05 Canarias;2015M12;384
05 Canarias;2015M11;483
05 Canarias;2015M10;895
05 Canarias;2015M09;866
05 Canarias;2015M08;547
05 Canarias;2015M07;816
05 Canarias;2015M06;675
05 Canarias;2015M05;584
05 Canarias;2015M04;450
05 Canarias;2015M03;374
05 Canarias;2015M02;319
05 Canarias;2015M01;270
05 Canarias;2014M12;383
05 Canarias;2014M11;491
05 Canarias;2014M10;722
05 Canarias;2014M09;811
05 Canarias;2014M08;576
05 Canarias;2014M07;718
05 Canarias;2014M06;705
05 Canarias;2014M05;508
05 Canarias;2014M04;410
05 Canarias;2014M03;384
05 Canarias;2014M02;367
05 Canarias;2014M01;254
05 Canarias;2013M12;384
05 Canarias;2013M11;486
05 Canarias;2013M10;639
05 Canarias;2013M09;743
05 Canarias;2013M08;517
05 Canarias;2013M07;709
05 Canarias;2013M06;645
05 Canarias;2013M05;530
05 Canarias;2013M04;452
05 Canarias;2013M03;359
05 Canarias;2013M02;301
05 Canarias;2013M01;215
05 Canarias;2012M12;410
05 Canarias;2012M11;474
05 Canarias;2012M10;627
05 Canarias;2012M09;786
05 Canarias;2012M08;412
05 Canarias;2012M07;659
05 Canarias;2012M06;653
05 Canarias;2012M05;413
05 Canarias;2012M04;374
05 Canarias;2012M03;361
05 Canarias;2012M02;291
05 Canarias;2012M01;219
05 Canarias;2011M12;262
05 Canarias;2011M11;460
05 Canarias;2011M10;678
05 Canarias;2011M09;770
05 Canarias;2011M08;400
05 Canarias;2011M07;680
05 Canarias;2011M06;482
05 Canarias;2011M05;433
05 Canarias;2011M04;423
05 Canarias;2011M03;294
05 Canarias;2011M02;299
05 Canarias;2011M01;251
05 Canarias;2010M12;292
05 Canarias;2010M11;340
05 Canarias;2010M10;691
05 Canarias;2010M09;645
05 Canarias;2010M08;431
05 Canarias;2010M07;687
05 Canarias;2010M06;527
05 Canarias;2010M05;482
05 Canarias;2010M04;455
05 Canarias;2010M03;331
05 Canarias;2010M02;302
05 Canarias;2010M01;274
05 Canarias;2009M12;310
05 Canarias;2009M11;415
05 Canarias;2009M10;708
05 Canarias;2009M09;775
05 Canarias;2009M08;497
05 Canarias;2009M07;710
05 Canarias;2009M06;549
05 Canarias;2009M05;536
05 Canarias;2009M04;400
05 Canarias;2009M03;430
05 Canarias;2009M02;351
05 Canarias;2009M01;235
05 Canarias;2008M12;326
05 Canarias;2008M11;432
05 Canarias;2008M10;748
05 Canarias;2008M09;788
05 Canarias;2008M08;584
05 Canarias;2008M07;659
05 Canarias;2008M06;623
05 Canarias;2008M05;646
05 Canarias;2008M04;516
05 Canarias;2008M03;406
05 Canarias;2008M02;367
05 Canarias;2008M01;243
05 Canarias;2007M12;324
05 Canarias;2007M11;508
05 Canarias;2007M10;703
05 Canarias;2007M09;900
05 Canarias;2007M08;528
