Comunidades y Ciudades Autónomas;Periodo;Total
17 Rioja, La;2010;100,83
17 Rioja, La;2009;101,62
17 Rioja, La;2008;101,99
17 Rioja, La;2007;101,52
17 Rioja, La;2006;101,29
17 Rioja, La;2005;101,03
17 Rioja, La;2004;100,23
17 Rioja, La;2003;99,99
17 Rioja, La;2002;99,36
17 Rioja, La;2001;99,09
17 Rioja, La;2000;99,02
17 Rioja, La;1999;98,9
17 Rioja, La;1998;98,81
17 Rioja, La;1997;98,73
17 Rioja, La;1996;98,67
17 Rioja, La;1995;98,58
17 Rioja, La;1994;98,51
17 Rioja, La;1993;98,34
17 Rioja, La;1992;98,24
17 Rioja, La;1991;98,17
17 Rioja, La;1990;98,44
17 Rioja, La;1989;98,61
17 Rioja, La;1988;98,82
17 Rioja, La;1987;98,97
17 Rioja, La;1986;99,08
17 Rioja, La;1985;99,25
17 Rioja, La;1984;99,29
17 Rioja, La;1983;99,55
17 Rioja, La;1982;99,67
17 Rioja, La;1981;99,71
17 Rioja, La;1980;99,42
17 Rioja, La;1979;99,17
17 Rioja, La;1978;98,95
17 Rioja, La;1977;98,84
17 Rioja, La;1976;98,68
17 Rioja, La;1975;98,5
18 Ceuta;2022;101,81
18 Ceuta;2021;102,37
18 Ceuta;2020;102,34
18 Ceuta;2019;102,9
18 Ceuta;2018;103,23
18 Ceuta;2017;103,31
18 Ceuta;2016;103,37
18 Ceuta;2015;103,74
18 Ceuta;2014;104,45
18 Ceuta;2013;105,12
18 Ceuta;2012;105,09
18 Ceuta;2011;104,96
18 Ceuta;2010;104,6
18 Ceuta;2009;103,03
18 Ceuta;2008;102,27
18 Ceuta;2007;101,66
18 Ceuta;2006;101,43
18 Ceuta;2005;101,07
18 Ceuta;2004;101,25
18 Ceuta;2003;100,95
18 Ceuta;2002;100,67
18 Ceuta;2001;100,7
18 Ceuta;2000;100,31
18 Ceuta;1999;100,13
18 Ceuta;1998;99,59
18 Ceuta;1997;99,33
18 Ceuta;1996;98,79
18 Ceuta;1995;98,39
18 Ceuta;1994;97,8
18 Ceuta;1993;97,36
18 Ceuta;1992;96,86
18 Ceuta;1991;96,43
18 Ceuta;1990;96,58
18 Ceuta;1989;96,43
18 Ceuta;1988;96,48
18 Ceuta;1987;96,64
18 Ceuta;1986;96,61
18 Ceuta;1985;96,43
18 Ceuta;1984;96,55
18 Ceuta;1983;96,52
18 Ceuta;1982;96,34
18 Ceuta;1981;96,52
18 Ceuta;1980;96,37
18 Ceuta;1979;96,33
18 Ceuta;1978;96,48
18 Ceuta;1977;96,33
18 Ceuta;1976;96,32
18 Ceuta;1975;96,29
19 Melilla;2022;100,1
19 Melilla;2021;100,51
19 Melilla;2020;101,29
19 Melilla;2019;102,14
19 Melilla;2018;102,16
19 Melilla;2017;102,9
19 Melilla;2016;103,49
19 Melilla;2015;104,14
19 Melilla;2014;104,53
19 Melilla;2013;106,44
19 Melilla;2012;107,18
19 Melilla;2011;106,12
19 Melilla;2010;104,93
19 Melilla;2009;103,24
19 Melilla;2008;102,49
19 Melilla;2007;101,6
19 Melilla;2006;101,04
19 Melilla;2005;101,09
19 Melilla;2004;100,37
19 Melilla;2003;99,76
19 Melilla;2002;99,06
19 Melilla;2001;99,62
19 Melilla;2000;99,45
19 Melilla;1999;99,47
19 Melilla;1998;99,37
19 Melilla;1997;99,3
19 Melilla;1996;99,01
19 Melilla;1995;98,76
19 Melilla;1994;98,54
19 Melilla;1993;98,33
19 Melilla;1992;97,88
19 Melilla;1991;97,52
19 Melilla;1990;97,28
19 Melilla;1989;97,31
19 Melilla;1988;97,39
19 Melilla;1987;97,23
19 Melilla;1986;97,02
19 Melilla;1985;96,73
19 Melilla;1984;96,52
19 Melilla;1983;96,03
19 Melilla;1982;95,53
19 Melilla;1981;95,45
19 Melilla;1980;94,99
19 Melilla;1979;94,9
19 Melilla;1978;94,89
19 Melilla;1977;94,8
19 Melilla;1976;94,7
19 Melilla;1975;94,89
